"Time","atm_hum {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-01-16 15:00:00,60.6 %H
2023-01-16 16:00:00,59.7 %H
2023-01-16 17:00:00,59.8 %H
2023-01-16 18:00:00,61.5 %H
2023-01-16 19:00:00,61.8 %H
2023-01-16 20:00:00,63.6 %H
2023-01-16 21:00:00,62.5 %H
2023-01-16 22:00:00,67.3 %H
2023-01-16 23:00:00,71.1 %H
2023-01-17 00:00:00,75.2 %H
2023-01-17 01:00:00,73.2 %H
2023-01-17 02:00:00,76.6 %H
2023-01-17 03:00:00,76.7 %H
2023-01-17 04:00:00,76.5 %H
2023-01-17 05:00:00,77.6 %H
2023-01-17 06:00:00,78.4 %H
2023-01-17 07:00:00,78.7 %H
2023-01-17 08:00:00,77.7 %H
2023-01-17 09:00:00,72.9 %H
2023-01-17 10:00:00,69.4 %H
2023-01-17 11:00:00,69.9 %H
2023-01-17 12:00:00,70.1 %H
2023-01-17 13:00:00,71.8 %H
2023-01-17 14:00:00,64.8 %H
2023-01-17 15:00:00,63.5 %H
2023-01-17 16:00:00,62.9 %H
2023-01-17 17:00:00,65.2 %H
2023-01-17 18:00:00,64.6 %H
2023-01-17 19:00:00,65.4 %H
2023-01-17 20:00:00,66.3 %H
2023-01-17 21:00:00,67.5 %H
2023-01-17 22:00:00,66.6 %H
2023-01-17 23:00:00,70.9 %H
2023-01-18 00:00:00,75.2 %H
2023-01-18 01:00:00,76.0 %H
2023-01-18 02:00:00,78.9 %H
2023-01-18 03:00:00,80.5 %H
2023-01-18 04:00:00,81.1 %H
2023-01-18 05:00:00,81.2 %H
2023-01-18 06:00:00,81.0 %H
2023-01-18 07:00:00,81.9 %H
2023-01-18 08:00:00,81.2 %H
2023-01-18 09:00:00,77.3 %H
2023-01-18 10:00:00,73.1 %H
2023-01-18 11:00:00,68.0 %H
2023-01-18 12:00:00,61.3 %H
2023-01-18 13:00:00,56.5 %H
2023-01-18 14:00:00,54.2 %H
2023-01-18 15:00:00,53.4 %H
2023-01-18 16:00:00,56.0 %H
2023-01-18 17:00:00,58.1 %H
2023-01-18 18:00:00,59.2 %H
2023-01-18 19:00:00,64.7 %H
2023-01-18 20:00:00,67.7 %H
2023-01-18 21:00:00,65.3 %H
2023-01-18 22:00:00,77.5 %H
2023-01-18 23:00:00,76.8 %H
2023-01-19 00:00:00,78.5 %H
2023-01-19 01:00:00,80.3 %H
2023-01-19 02:00:00,84.3 %H
2023-01-19 03:00:00,86.0 %H
2023-01-19 04:00:00,85.4 %H
2023-01-19 05:00:00,85.3 %H
2023-01-19 06:00:00,85.9 %H
2023-01-19 07:00:00,87.4 %H
2023-01-19 08:00:00,87.4 %H
2023-01-19 09:00:00,85.3 %H
2023-01-19 10:00:00,83.6 %H
2023-01-19 11:00:00,78.9 %H
2023-01-19 12:00:00,73.3 %H
2023-01-19 13:00:00,68.5 %H
2023-01-19 14:00:00,65.9 %H
2023-01-19 15:00:00,65.1 %H
2023-01-19 16:00:00,67.5 %H
2023-01-19 17:00:00,75.0 %H
2023-01-19 18:00:00,88.9 %H
2023-01-19 19:00:00,89.4 %H
2023-01-19 20:00:00,89.6 %H
2023-01-19 21:00:00,90.1 %H
2023-01-19 22:00:00,89.0 %H
2023-01-19 23:00:00,90.2 %H
2023-01-20 00:00:00,89.7 %H
2023-01-20 01:00:00,88.4 %H
2023-01-20 02:00:00,87.9 %H
2023-01-20 03:00:00,87.8 %H
2023-01-20 04:00:00,84.7 %H
2023-01-20 05:00:00,83.9 %H
2023-01-20 06:00:00,84.0 %H
2023-01-20 07:00:00,85.2 %H
2023-01-20 08:00:00,83.7 %H
2023-01-20 09:00:00,77.6 %H
2023-01-20 10:00:00,74.4 %H
2023-01-20 11:00:00,71.6 %H
2023-01-20 12:00:00,71.3 %H
2023-01-20 13:00:00,67.4 %H
2023-01-20 14:00:00,67.3 %H
2023-01-20 15:00:00,67.1 %H
2023-01-20 16:00:00,67.0 %H
2023-01-20 17:00:00,68.2 %H
2023-01-20 18:00:00,65.6 %H
2023-01-20 19:00:00,69.0 %H
2023-01-20 20:00:00,68.6 %H
2023-01-20 21:00:00,65.4 %H
2023-01-20 22:00:00,65.3 %H
2023-01-20 23:00:00,67.2 %H
2023-01-21 00:00:00,67.5 %H
2023-01-21 01:00:00,69.8 %H
2023-01-21 02:00:00,69.8 %H
2023-01-21 03:00:00,67.7 %H
2023-01-21 04:00:00,70.9 %H
2023-01-21 05:00:00,73.2 %H
2023-01-21 06:00:00,75.1 %H
2023-01-21 07:00:00,76.1 %H
2023-01-21 08:00:00,72.7 %H
2023-01-21 09:00:00,70.2 %H
2023-01-21 10:00:00,67.1 %H
2023-01-21 11:00:00,60.7 %H
2023-01-21 12:00:00,57.2 %H
2023-01-21 13:00:00,58.3 %H
2023-01-21 14:00:00,54.6 %H
2023-01-21 15:00:00,56.8 %H
2023-01-21 16:00:00,57.8 %H
2023-01-21 17:00:00,62.1 %H
2023-01-21 18:00:00,63.6 %H
2023-01-21 19:00:00,66.6 %H
2023-01-21 20:00:00,71.5 %H
2023-01-21 21:00:00,72.2 %H
2023-01-21 22:00:00,73.0 %H
2023-01-21 23:00:00,74.7 %H
2023-01-22 00:00:00,74.4 %H
2023-01-22 01:00:00,77.2 %H
2023-01-22 02:00:00,78.0 %H
2023-01-22 03:00:00,79.8 %H
2023-01-22 04:00:00,77.5 %H
2023-01-22 05:00:00,84.2 %H
2023-01-22 06:00:00,84.7 %H
2023-01-22 07:00:00,85.3 %H
2023-01-22 08:00:00,84.8 %H
2023-01-22 09:00:00,82.6 %H
2023-01-22 10:00:00,80.7 %H
2023-01-22 11:00:00,76.5 %H
2023-01-22 12:00:00,71.5 %H
2023-01-22 13:00:00,65.3 %H
2023-01-22 14:00:00,61.6 %H
2023-01-22 15:00:00,60.8 %H
2023-01-22 16:00:00,59.7 %H
2023-01-22 17:00:00,58.4 %H
2023-01-22 18:00:00,60.2 %H
2023-01-22 19:00:00,62.1 %H
2023-01-22 20:00:00,64.5 %H
2023-01-22 21:00:00,64.7 %H
2023-01-22 22:00:00,65.5 %H
2023-01-22 23:00:00,66.0 %H
2023-01-23 00:00:00,68.3 %H
2023-01-23 01:00:00,66.5 %H
2023-01-23 02:00:00,71.3 %H
2023-01-23 03:00:00,73.9 %H
2023-01-23 04:00:00,75.3 %H
2023-01-23 05:00:00,77.2 %H
2023-01-23 06:00:00,76.4 %H
2023-01-23 07:00:00,77.7 %H
2023-01-23 08:00:00,74.5 %H
2023-01-23 09:00:00,70.7 %H
2023-01-23 10:00:00,66.3 %H
2023-01-23 11:00:00,65.6 %H
2023-01-23 12:00:00,65.6 %H
2023-01-23 13:00:00,63 %H
2023-01-23 14:00:00,62.1 %H
2023-01-23 15:00:00,62.2 %H
2023-01-23 16:00:00,78.6 %H
2023-01-23 17:00:00,84.1 %H
2023-01-23 18:00:00,83.0 %H
2023-01-23 19:00:00,75.7 %H
2023-01-23 20:00:00,70.4 %H
2023-01-23 21:00:00,72.6 %H
2023-01-23 22:00:00,73.2 %H
2023-01-23 23:00:00,74.4 %H
2023-01-24 00:00:00,74.5 %H
2023-01-24 01:00:00,77.1 %H
2023-01-24 02:00:00,78.2 %H
2023-01-24 03:00:00,78.5 %H
2023-01-24 04:00:00,78.4 %H
2023-01-24 05:00:00,79.3 %H
2023-01-24 06:00:00,79.0 %H
2023-01-24 07:00:00,79.4 %H
2023-01-24 08:00:00,78.6 %H
2023-01-24 09:00:00,76.2 %H
2023-01-24 10:00:00,70.7 %H
2023-01-24 11:00:00,64.0 %H
2023-01-24 12:00:00,61.4 %H
2023-01-24 13:00:00,58.0 %H
2023-01-24 14:00:00,63.3 %H
2023-01-24 15:00:00,68.1 %H
2023-01-24 16:00:00,69.8 %H
2023-01-24 17:00:00,70.3 %H
2023-01-24 18:00:00,69.1 %H
2023-01-24 19:00:00,62.9 %H
2023-01-24 20:00:00,63.5 %H
2023-01-24 21:00:00,65.7 %H
2023-01-24 22:00:00,65.2 %H
2023-01-24 23:00:00,67.6 %H
2023-01-25 00:00:00,73.1 %H
2023-01-25 01:00:00,73.0 %H
2023-01-25 02:00:00,73.0 %H
2023-01-25 03:00:00,74 %H
2023-01-25 04:00:00,74.5 %H
2023-01-25 05:00:00,75.0 %H
2023-01-25 06:00:00,75.6 %H
2023-01-25 07:00:00,77.6 %H
2023-01-25 08:00:00,77.0 %H
2023-01-25 09:00:00,73.4 %H
2023-01-25 10:00:00,69.5 %H
2023-01-25 11:00:00,59.0 %H
2023-01-25 12:00:00,50.5 %H
2023-01-25 13:00:00,53.0 %H
2023-01-25 14:00:00,51.9 %H
2023-01-25 15:00:00,51.2 %H
2023-01-25 16:00:00,55 %H
2023-01-25 17:00:00,55.4 %H
2023-01-25 18:00:00,53.5 %H
2023-01-25 19:00:00,54.9 %H
2023-01-25 20:00:00,55.2 %H
2023-01-25 21:00:00,56.8 %H
2023-01-25 22:00:00,62.4 %H
2023-01-25 23:00:00,67.7 %H
2023-01-26 00:00:00,69.9 %H
2023-01-26 01:00:00,73.4 %H
2023-01-26 02:00:00,75.8 %H
2023-01-26 03:00:00,76.3 %H
2023-01-26 04:00:00,77.3 %H
2023-01-26 05:00:00,77.8 %H
2023-01-26 06:00:00,78.5 %H
2023-01-26 07:00:00,79.6 %H
2023-01-26 08:00:00,80.6 %H
2023-01-26 09:00:00,78.8 %H
2023-01-26 10:00:00,77.5 %H
2023-01-26 11:00:00,73.4 %H
2023-01-26 12:00:00,67.1 %H
2023-01-26 13:00:00,61.7 %H
2023-01-26 14:00:00,59.5 %H
2023-01-26 15:00:00,57.9 %H
2023-01-26 16:00:00,55.4 %H
2023-01-26 17:00:00,55.2 %H
2023-01-26 18:00:00,57.9 %H
2023-01-26 19:00:00,66.6 %H
2023-01-26 20:00:00,66.4 %H
2023-01-26 21:00:00,70.9 %H
2023-01-26 22:00:00,75.1 %H
2023-01-26 23:00:00,81.4 %H
2023-01-27 00:00:00,83.7 %H
2023-01-27 01:00:00,84.8 %H
2023-01-27 02:00:00,82.7 %H
2023-01-27 03:00:00,80.3 %H
2023-01-27 04:00:00,81.5 %H
2023-01-27 05:00:00,81.3 %H
2023-01-27 06:00:00,81.9 %H
2023-01-27 07:00:00,82.7 %H
2023-01-27 08:00:00,82.6 %H
2023-01-27 09:00:00,75.7 %H
2023-01-27 10:00:00,75.4 %H
2023-01-27 11:00:00,68.8 %H
2023-01-27 12:00:00,66.1 %H
2023-01-27 13:00:00,62.8 %H
2023-01-27 14:00:00,64.0 %H
2023-01-27 15:00:00,67.5 %H
2023-01-27 16:00:00,79.0 %H
2023-01-27 17:00:00,80.8 %H
2023-01-27 18:00:00,76.6 %H
2023-01-27 19:00:00,75.9 %H
2023-01-27 20:00:00,74.6 %H
2023-01-27 21:00:00,74.6 %H
2023-01-27 22:00:00,75.0 %H
2023-01-27 23:00:00,75.6 %H
2023-01-28 00:00:00,75.8 %H
2023-01-28 01:00:00,76.1 %H
2023-01-28 02:00:00,78.0 %H
2023-01-28 03:00:00,79 %H
2023-01-28 04:00:00,78.9 %H
2023-01-28 05:00:00,78.2 %H
2023-01-28 06:00:00,79.6 %H
2023-01-28 07:00:00,79.4 %H
2023-01-28 08:00:00,79.9 %H
2023-01-28 09:00:00,79.8 %H
2023-01-28 10:00:00,81.3 %H
2023-01-28 11:00:00,78.6 %H
2023-01-28 12:00:00,76.1 %H
2023-01-28 13:00:00,72.1 %H
2023-01-28 14:00:00,66.8 %H
2023-01-28 15:00:00,65.2 %H
2023-01-28 16:00:00,66.2 %H
2023-01-28 17:00:00,66.2 %H
2023-01-28 18:00:00,69.5 %H
2023-01-28 19:00:00,71.7 %H
2023-01-28 20:00:00,74.2 %H
2023-01-28 21:00:00,73.9 %H
2023-01-28 22:00:00,75.6 %H
2023-01-28 23:00:00,73.7 %H
2023-01-29 00:00:00,74.1 %H
2023-01-29 01:00:00,75.9 %H
2023-01-29 02:00:00,77.9 %H
2023-01-29 03:00:00,79.6 %H
2023-01-29 04:00:00,77.5 %H
2023-01-29 05:00:00,79.0 %H
2023-01-29 06:00:00,79.8 %H
2023-01-29 07:00:00,80.7 %H
2023-01-29 08:00:00,80.1 %H
2023-01-29 09:00:00,75.2 %H
2023-01-29 10:00:00,70.4 %H
2023-01-29 11:00:00,66.2 %H
2023-01-29 12:00:00,64.0 %H
2023-01-29 13:00:00,60.7 %H
2023-01-29 14:00:00,59.4 %H
2023-01-29 15:00:00,62.5 %H
2023-01-29 17:00:00,68.1 %H
2023-01-29 18:00:00,62.6 %H
2023-01-29 19:00:00,67.4 %H
2023-01-29 20:00:00,69.4 %H
2023-01-29 21:00:00,72.3 %H
2023-01-29 22:00:00,87.3 %H
2023-01-29 23:00:00,89.6 %H
2023-01-30 00:00:00,90.7 %H
2023-01-30 01:00:00,91 %H
2023-01-30 02:00:00,91.5 %H
2023-01-30 03:00:00,91.5 %H
2023-01-30 04:00:00,91 %H
2023-01-30 05:00:00,89.4 %H
2023-01-30 06:00:00,88.8 %H
2023-01-30 07:00:00,89.5 %H
2023-01-30 08:00:00,90.1 %H
2023-01-30 09:00:00,89.0 %H
2023-01-30 10:00:00,87.3 %H
2023-01-30 11:00:00,81 %H
2023-01-30 12:00:00,76.4 %H
2023-01-30 13:00:00,73.5 %H
2023-01-30 14:00:00,76.0 %H
2023-01-30 15:00:00,74.2 %H
2023-01-30 16:00:00,72.7 %H
2023-01-30 17:00:00,72.4 %H
2023-01-30 18:00:00,73.2 %H
2023-01-30 19:00:00,73.8 %H
2023-01-30 20:00:00,78.6 %H
2023-01-30 21:00:00,79.5 %H
2023-01-30 22:00:00,79.8 %H
2023-01-30 23:00:00,79.1 %H
2023-01-31 00:00:00,77.9 %H
2023-01-31 01:00:00,79 %H
2023-01-31 02:00:00,76.4 %H
2023-01-31 03:00:00,74.4 %H
2023-01-31 04:00:00,74.1 %H
2023-01-31 05:00:00,74.5 %H
2023-01-31 06:00:00,80.9 %H
2023-01-31 07:00:00,80.2 %H
2023-01-31 08:00:00,79.3 %H
2023-01-31 09:00:00,78.5 %H
2023-01-31 10:00:00,80.5 %H
2023-01-31 11:00:00,85 %H
2023-01-31 12:00:00,84.5 %H
2023-01-31 18:00:00,69 %H
2023-01-31 21:00:00,73 %H
2023-01-31 22:00:00,73.5 %H
2023-02-01 00:00:00,73 %H

