"Time","wdir {devid=""6867252545520000"", firmware_variant=""-v1""}"
2024-01-04 06:00:00,84.8
2024-01-04 06:30:00,228
2024-01-04 07:00:00,227
2024-01-04 07:30:00,233
2024-01-04 08:00:00,233
2024-01-04 08:30:00,253
2024-01-04 09:00:00,256
2024-01-04 09:30:00,225
2024-01-04 10:00:00,124
2024-01-04 10:30:00,172
2024-01-04 11:00:00,195
2024-01-04 11:30:00,170
2024-01-04 12:00:00,247
2024-01-04 12:30:00,282
2024-01-04 13:00:00,194
2024-01-04 13:30:00,104
2024-01-04 14:00:00,178
2024-01-04 14:30:00,161
2024-01-04 15:00:00,161
2024-01-04 15:30:00,167
2024-01-04 16:00:00,212
2024-01-04 16:30:00,220
2024-01-04 17:00:00,199
2024-01-04 17:30:00,236
2024-01-04 18:00:00,224
2024-01-04 18:30:00,220
2024-01-04 19:00:00,238
2024-01-04 19:30:00,260
2024-01-04 20:00:00,294
2024-01-04 20:30:00,270
2024-01-04 21:00:00,265
2024-01-04 21:30:00,222
2024-01-04 22:00:00,265
2024-01-04 22:30:00,269
2024-01-04 23:00:00,244
2024-01-04 23:30:00,230
2024-01-05 00:00:00,231
2024-01-05 00:30:00,249
2024-01-05 01:00:00,263
2024-01-05 01:30:00,262
2024-01-05 02:00:00,202
2024-01-05 02:30:00,154
2024-01-05 03:00:00,261
2024-01-05 03:30:00,288
2024-01-05 04:00:00,238
2024-01-05 04:30:00,234
2024-01-05 05:00:00,230
2024-01-05 05:30:00,244
2024-01-05 06:00:00,293
2024-01-05 06:30:00,158
2024-01-05 07:00:00,179
2024-01-05 07:30:00,149
2024-01-05 08:00:00,103
2024-01-05 08:30:00,144
2024-01-05 09:00:00,103
2024-01-05 09:30:00,157
2024-01-05 10:00:00,140
2024-01-05 10:30:00,167
2024-01-05 11:00:00,118
2024-01-05 11:30:00,118
2024-01-05 12:00:00,153
2024-01-05 12:30:00,91.8
2024-01-05 13:00:00,94.9
2024-01-05 13:30:00,110
2024-01-05 14:00:00,128
2024-01-05 14:30:00,156
2024-01-05 15:00:00,75.5
2024-01-05 15:30:00,147
2024-01-05 16:00:00,112
2024-01-05 16:30:00,139
2024-01-05 17:00:00,143
2024-01-05 17:30:00,211
2024-01-05 18:00:00,212
2024-01-05 18:30:00,234
2024-01-05 19:00:00,214
2024-01-05 19:30:00,247
2024-01-05 20:00:00,242
2024-01-05 20:30:00,227
2024-01-05 21:00:00,230
2024-01-05 21:30:00,241
2024-01-05 22:00:00,255
2024-01-05 22:30:00,296
2024-01-05 23:00:00,273
2024-01-05 23:30:00,259
2024-01-06 00:00:00,195
2024-01-06 00:30:00,251
2024-01-06 01:00:00,240
2024-01-06 01:30:00,231
2024-01-06 02:00:00,264
2024-01-06 02:30:00,234
2024-01-06 03:00:00,250
2024-01-06 03:30:00,262
2024-01-06 04:00:00,228
2024-01-06 04:30:00,249
2024-01-06 05:00:00,274
2024-01-06 05:30:00,287
2024-01-06 06:00:00,275
2024-01-06 06:30:00,204
2024-01-06 07:00:00,240
2024-01-06 07:30:00,110
2024-01-06 08:00:00,213
2024-01-06 08:30:00,137
2024-01-06 09:00:00,115
2024-01-06 09:30:00,157
2024-01-06 10:00:00,232
2024-01-06 10:30:00,257
2024-01-06 11:00:00,254
2024-01-06 11:30:00,244
2024-01-06 12:00:00,235
2024-01-06 12:30:00,183
2024-01-06 13:00:00,175
2024-01-06 13:30:00,263
2024-01-06 14:00:00,165
2024-01-06 14:30:00,166
2024-01-06 15:00:00,222
2024-01-06 15:30:00,248
2024-01-06 16:00:00,239
2024-01-06 16:30:00,272
2024-01-06 17:00:00,252
2024-01-06 17:30:00,248
2024-01-06 18:00:00,248
2024-01-06 18:30:00,235
2024-01-06 19:00:00,243
2024-01-06 19:30:00,236
2024-01-06 20:00:00,235
2024-01-06 20:30:00,244
2024-01-06 21:00:00,239
2024-01-06 21:30:00,236
2024-01-06 22:00:00,239
2024-01-06 22:30:00,240
2024-01-06 23:00:00,245
2024-01-06 23:30:00,236
2024-01-07 00:00:00,242
2024-01-07 00:30:00,245
2024-01-07 01:00:00,250
2024-01-07 01:30:00,239
2024-01-07 02:00:00,241
2024-01-07 02:30:00,235
2024-01-07 03:00:00,254
2024-01-07 03:30:00,282
2024-01-07 04:00:00,249
2024-01-07 04:30:00,201
2024-01-07 05:00:00,238
2024-01-07 05:30:00,237
2024-01-07 06:00:00,254
2024-01-07 06:30:00,221
2024-01-07 07:00:00,286
2024-01-07 07:30:00,231
2024-01-07 08:00:00,256
2024-01-07 08:30:00,260
2024-01-07 09:00:00,260
2024-01-07 09:30:00,128
2024-01-07 10:00:00,134
2024-01-07 10:30:00,174
2024-01-07 11:00:00,247
2024-01-07 11:30:00,149
2024-01-07 12:00:00,155
2024-01-07 12:30:00,191
2024-01-07 13:00:00,130
2024-01-07 13:30:00,203
2024-01-07 14:00:00,232
2024-01-07 14:30:00,271
2024-01-07 15:00:00,266
2024-01-07 15:30:00,157
2024-01-07 16:00:00,216
2024-01-07 16:30:00,236
2024-01-07 17:00:00,226
2024-01-07 17:30:00,249
2024-01-07 18:00:00,277
2024-01-07 18:30:00,288
2024-01-07 19:00:00,289
2024-01-07 19:30:00,277
2024-01-07 20:00:00,235
2024-01-07 20:30:00,251
2024-01-07 21:00:00,262
2024-01-07 21:30:00,256
2024-01-07 22:00:00,242
2024-01-07 22:30:00,241
2024-01-07 23:00:00,252
2024-01-07 23:30:00,253
2024-01-08 00:00:00,242
2024-01-08 00:30:00,245
2024-01-08 01:00:00,268
2024-01-08 01:30:00,244
2024-01-08 02:00:00,62.9
2024-01-08 02:30:00,223
2024-01-08 03:00:00,134
2024-01-08 03:30:00,265
2024-01-08 04:00:00,252
2024-01-08 04:30:00,83.5
2024-01-08 05:00:00,69.6
2024-01-08 05:30:00,156
2024-01-08 06:00:00,196
2024-01-08 06:30:00,198
2024-01-08 07:00:00,201
2024-01-08 07:30:00,204
2024-01-08 08:00:00,255
2024-01-08 08:30:00,122
2024-01-08 09:00:00,195
2024-01-08 09:30:00,134
2024-01-08 10:00:00,111
2024-01-08 10:30:00,117
2024-01-08 11:00:00,127
2024-01-08 11:30:00,240
2024-01-08 12:00:00,169
2024-01-08 12:30:00,196
2024-01-08 13:00:00,183
2024-01-08 13:30:00,179
2024-01-08 14:00:00,180
2024-01-08 14:30:00,203
2024-01-08 15:00:00,232
2024-01-08 15:30:00,85.9
2024-01-08 16:00:00,179
2024-01-08 16:30:00,203
2024-01-08 17:00:00,212
2024-01-08 17:30:00,214
2024-01-08 18:00:00,251
2024-01-08 18:30:00,252
2024-01-08 19:00:00,258
2024-01-08 19:30:00,260
2024-01-08 20:00:00,258
2024-01-08 20:30:00,240
2024-01-08 21:00:00,260
2024-01-08 21:30:00,265
2024-01-08 22:00:00,247
2024-01-08 22:30:00,258
2024-01-08 23:00:00,262
2024-01-08 23:30:00,265
2024-01-09 00:00:00,255
2024-01-09 00:30:00,253
2024-01-09 01:00:00,248
2024-01-09 01:30:00,242
2024-01-09 02:00:00,240
2024-01-09 02:30:00,234
2024-01-09 03:00:00,242
2024-01-09 03:30:00,235
2024-01-09 04:00:00,206
2024-01-09 04:30:00,173
2024-01-09 05:00:00,200
2024-01-09 05:30:00,138
2024-01-09 06:00:00,275
2024-01-09 06:30:00,230
2024-01-09 07:00:00,130
2024-01-09 07:30:00,166
2024-01-09 08:00:00,136
2024-01-09 08:30:00,113
2024-01-09 09:00:00,88.4
2024-01-09 09:30:00,122
2024-01-09 10:00:00,70.8
2024-01-09 10:30:00,188
2024-01-09 11:00:00,186
2024-01-09 11:30:00,138
2024-01-09 12:00:00,117
2024-01-09 12:30:00,124
2024-01-09 13:00:00,190
2024-01-09 13:30:00,182
2024-01-09 14:00:00,168
2024-01-09 14:30:00,148
2024-01-09 15:00:00,185
2024-01-09 15:30:00,114
2024-01-09 16:00:00,130
2024-01-09 16:30:00,103
2024-01-09 17:00:00,101
2024-01-09 17:30:00,95.8
2024-01-09 18:00:00,117
2024-01-09 18:30:00,97.7
2024-01-09 19:00:00,79.3
2024-01-09 19:30:00,90.7
2024-01-09 20:00:00,199
2024-01-09 20:30:00,235
2024-01-09 21:00:00,263
2024-01-09 21:30:00,219
2024-01-09 22:00:00,260
2024-01-09 22:30:00,261
2024-01-09 23:00:00,210
2024-01-09 23:30:00,230
2024-01-10 00:00:00,230
2024-01-10 00:30:00,243
2024-01-10 01:00:00,221
2024-01-10 01:30:00,239
2024-01-10 02:00:00,256
2024-01-10 02:30:00,245
2024-01-10 03:00:00,244
2024-01-10 03:30:00,258
2024-01-10 04:00:00,256
2024-01-10 04:30:00,243
2024-01-10 05:00:00,238
2024-01-10 05:30:00,245
2024-01-10 06:00:00,240
2024-01-10 06:30:00,243
2024-01-10 07:00:00,260
2024-01-10 07:30:00,269
2024-01-10 08:00:00,279
2024-01-10 08:30:00,271
2024-01-10 09:00:00,255
2024-01-10 09:30:00,235
2024-01-10 10:00:00,207
2024-01-10 10:30:00,182
2024-01-10 11:00:00,136
2024-01-10 11:30:00,101
2024-01-10 12:00:00,114
2024-01-10 12:30:00,106
2024-01-10 13:00:00,174
2024-01-10 13:30:00,162
2024-01-10 14:00:00,194
2024-01-10 14:30:00,252
2024-01-10 15:00:00,260
2024-01-10 15:30:00,249
2024-01-10 16:00:00,259
2024-01-10 16:30:00,250
2024-01-10 17:00:00,258
2024-01-10 17:30:00,248
2024-01-10 18:00:00,243
2024-01-10 18:30:00,232
2024-01-10 19:00:00,262
2024-01-10 19:30:00,253
2024-01-10 20:00:00,196
2024-01-10 20:30:00,259
2024-01-10 21:00:00,262
2024-01-10 21:30:00,265
2024-01-10 22:00:00,283
2024-01-10 22:30:00,274
2024-01-10 23:00:00,264
2024-01-10 23:30:00,286
2024-01-11 00:00:00,282
2024-01-11 00:30:00,195
2024-01-11 01:00:00,167
2024-01-11 01:30:00,182
2024-01-11 02:00:00,225
2024-01-11 02:30:00,204
2024-01-11 03:00:00,221
2024-01-11 03:30:00,183
2024-01-11 04:00:00,125
2024-01-11 04:30:00,120
2024-01-11 05:00:00,196
2024-01-11 05:30:00,131
2024-01-11 06:00:00,159
2024-01-11 06:30:00,231
2024-01-11 07:00:00,249
2024-01-11 07:30:00,232
2024-01-11 08:00:00,178
2024-01-11 08:30:00,184
2024-01-11 09:00:00,202
2024-01-11 09:30:00,256
2024-01-11 10:00:00,252
2024-01-11 10:30:00,257
2024-01-11 11:00:00,221
2024-01-11 11:30:00,250
2024-01-11 12:00:00,270
2024-01-11 12:30:00,252
2024-01-11 13:00:00,234
2024-01-11 13:30:00,232
2024-01-11 14:00:00,229
2024-01-11 14:30:00,91.6
2024-01-11 15:00:00,195
2024-01-11 15:30:00,272
2024-01-11 16:00:00,217
2024-01-11 16:30:00,223
2024-01-11 17:00:00,97
2024-01-11 17:30:00,144
2024-01-11 18:00:00,181
2024-01-11 18:30:00,188
2024-01-11 19:00:00,215
2024-01-11 19:30:00,226
2024-01-11 20:00:00,264
2024-01-11 20:30:00,225
2024-01-11 21:00:00,243
2024-01-11 21:30:00,192
2024-01-11 22:00:00,247
2024-01-11 22:30:00,258
2024-01-11 23:00:00,229
2024-01-11 23:30:00,269
2024-01-12 00:00:00,273
2024-01-12 00:30:00,252
2024-01-12 01:00:00,227
2024-01-12 01:30:00,237
2024-01-12 02:00:00,244
2024-01-12 02:30:00,279
2024-01-12 03:00:00,258
2024-01-12 03:30:00,277
2024-01-12 04:00:00,267
2024-01-12 04:30:00,261
2024-01-12 05:00:00,198
2024-01-12 05:30:00,142
2024-01-12 06:00:00,98.1
2024-01-12 06:30:00,306
2024-01-12 07:00:00,295
2024-01-12 07:30:00,169
2024-01-12 08:00:00,171
2024-01-12 08:30:00,195
2024-01-12 09:00:00,254
2024-01-12 09:30:00,248
2024-01-12 10:00:00,242
2024-01-12 10:30:00,257
2024-01-12 11:00:00,274
2024-01-12 11:30:00,252
2024-01-12 12:00:00,257
2024-01-12 12:30:00,255
2024-01-12 13:00:00,285
2024-01-12 13:30:00,139
2024-01-12 14:00:00,89.9
2024-01-12 14:30:00,165
2024-01-12 15:00:00,148
2024-01-12 15:30:00,138
2024-01-12 16:00:00,111
2024-01-12 16:30:00,113
2024-01-12 17:00:00,145
2024-01-12 17:30:00,97.9
2024-01-12 18:00:00,171
2024-01-12 18:30:00,270
2024-01-12 19:00:00,240
2024-01-12 19:30:00,203
2024-01-12 20:00:00,250
2024-01-12 20:30:00,294
2024-01-12 21:00:00,197
2024-01-12 21:30:00,259
2024-01-12 22:00:00,189
2024-01-12 22:30:00,239
2024-01-12 23:00:00,184
2024-01-12 23:30:00,274
2024-01-13 00:00:00,215
2024-01-13 00:30:00,170
2024-01-13 01:00:00,82.6
2024-01-13 01:30:00,61.0
2024-01-13 02:00:00,123
2024-01-13 02:30:00,235
2024-01-13 03:00:00,273
2024-01-13 03:30:00,289
2024-01-13 04:00:00,97.5
2024-01-13 04:30:00,223
2024-01-13 05:00:00,299
2024-01-13 05:30:00,219
2024-01-13 06:00:00,200
2024-01-13 06:30:00,258
2024-01-13 07:00:00,258
2024-01-13 07:30:00,173
2024-01-13 08:00:00,240
2024-01-13 08:30:00,87.9
2024-01-13 09:00:00,175
2024-01-13 09:30:00,112
2024-01-13 10:00:00,81.6
2024-01-13 10:30:00,72.9
2024-01-13 11:00:00,126
2024-01-13 11:30:00,120
2024-01-13 12:00:00,223
2024-01-13 12:30:00,255
2024-01-13 13:00:00,229
2024-01-13 13:30:00,118
2024-01-13 14:00:00,174
2024-01-13 14:30:00,125
2024-01-13 15:00:00,117
2024-01-13 15:30:00,130
2024-01-13 16:00:00,81.5
2024-01-13 16:30:00,198
2024-01-13 17:00:00,102
2024-01-13 17:30:00,195
2024-01-13 18:00:00,256
2024-01-13 18:30:00,245
2024-01-13 19:00:00,254
2024-01-13 19:30:00,244
2024-01-13 20:00:00,240
2024-01-13 20:30:00,234
2024-01-13 21:00:00,228
2024-01-13 21:30:00,246
2024-01-13 22:00:00,252
2024-01-13 22:30:00,252
2024-01-13 23:00:00,281
2024-01-13 23:30:00,268
2024-01-14 00:00:00,266
2024-01-14 00:30:00,239
2024-01-14 01:00:00,228
2024-01-14 01:30:00,258
2024-01-14 02:00:00,196
2024-01-14 02:30:00,256
2024-01-14 03:00:00,276
2024-01-14 03:30:00,229
2024-01-14 04:00:00,231
2024-01-14 04:30:00,233
2024-01-14 05:00:00,254
2024-01-14 05:30:00,247
2024-01-14 06:00:00,242
2024-01-14 06:30:00,259
2024-01-14 07:00:00,257
2024-01-14 07:30:00,240
2024-01-14 08:00:00,237
2024-01-14 08:30:00,249
2024-01-14 09:00:00,257
2024-01-14 09:30:00,236
2024-01-14 10:00:00,272
2024-01-14 10:30:00,237
2024-01-14 11:00:00,230
2024-01-14 11:30:00,270
2024-01-14 12:00:00,242
2024-01-14 12:30:00,188
2024-01-14 13:00:00,157
2024-01-14 13:30:00,162
2024-01-14 14:00:00,254
2024-01-14 14:30:00,181
2024-01-14 15:00:00,168
2024-01-14 15:30:00,166
2024-01-14 16:00:00,119
2024-01-14 16:30:00,262
2024-01-14 17:00:00,270
2024-01-14 17:30:00,221
2024-01-14 18:00:00,215
2024-01-14 18:30:00,215
2024-01-14 19:00:00,209
2024-01-14 19:30:00,240
2024-01-14 20:00:00,233
2024-01-14 20:30:00,224
2024-01-14 21:00:00,237
2024-01-14 21:30:00,237
2024-01-14 22:00:00,237
2024-01-14 22:30:00,169
2024-01-14 23:00:00,274
2024-01-14 23:30:00,244
2024-01-15 00:00:00,273
2024-01-15 00:30:00,252
2024-01-15 01:00:00,249
2024-01-15 01:30:00,254
2024-01-15 02:00:00,286
2024-01-15 02:30:00,271
2024-01-15 03:00:00,266
2024-01-15 03:30:00,260
2024-01-15 04:00:00,242
2024-01-15 04:30:00,248
2024-01-15 05:00:00,257
2024-01-15 05:30:00,224
2024-01-15 06:00:00,266
2024-01-15 06:30:00,291
2024-01-15 07:00:00,326
2024-01-15 07:30:00,326
2024-01-15 08:00:00,192
2024-01-15 08:30:00,205
2024-01-15 09:00:00,214
2024-01-15 09:30:00,176
2024-01-15 10:00:00,143
2024-01-15 10:30:00,144
2024-01-15 11:00:00,179
2024-01-15 11:30:00,199
2024-01-15 12:00:00,174
2024-01-15 12:30:00,211
2024-01-15 13:00:00,202
2024-01-15 13:30:00,186
2024-01-15 14:00:00,174
2024-01-15 14:30:00,177
2024-01-15 15:00:00,199
2024-01-15 15:30:00,193
2024-01-15 16:00:00,161
2024-01-15 16:30:00,176
2024-01-15 17:00:00,190
2024-01-15 17:30:00,224
2024-01-15 18:00:00,238
2024-01-15 18:30:00,255
2024-01-15 19:00:00,240
2024-01-15 19:30:00,254
2024-01-15 20:00:00,239
2024-01-15 20:30:00,244
2024-01-15 21:00:00,232
2024-01-15 21:30:00,261
2024-01-15 22:00:00,225
2024-01-15 22:30:00,178
2024-01-15 23:00:00,226
2024-01-15 23:30:00,164
2024-01-16 00:00:00,202
2024-01-16 00:30:00,245
2024-01-16 01:00:00,241
2024-01-16 01:30:00,240
2024-01-16 02:00:00,206
2024-01-16 02:30:00,226
2024-01-16 03:00:00,213
2024-01-16 03:30:00,204
2024-01-16 04:00:00,187
2024-01-16 04:30:00,268
2024-01-16 05:00:00,153
2024-01-16 05:30:00,242
2024-01-16 06:00:00,221
2024-01-16 06:30:00,277
2024-01-16 07:00:00,275
2024-01-16 07:30:00,253
2024-01-16 08:00:00,129
2024-01-16 08:30:00,84.5
2024-01-16 09:00:00,158
2024-01-16 09:30:00,172
2024-01-16 10:00:00,208
2024-01-16 10:30:00,222
2024-01-16 11:00:00,185
2024-01-16 11:30:00,143
2024-01-16 12:00:00,115
2024-01-16 12:30:00,121
2024-01-16 13:00:00,207
2024-01-16 13:30:00,157
2024-01-16 14:00:00,142
2024-01-16 14:30:00,126
2024-01-16 15:00:00,157
2024-01-16 15:30:00,136
2024-01-16 16:00:00,109
2024-01-16 16:30:00,74.4
2024-01-16 17:00:00,121
2024-01-16 17:30:00,132
2024-01-16 18:00:00,153
2024-01-16 18:30:00,149
2024-01-16 19:00:00,257
2024-01-16 19:30:00,243
2024-01-16 20:00:00,226
2024-01-16 20:30:00,225
2024-01-16 21:00:00,218
2024-01-16 21:30:00,231
2024-01-16 22:00:00,231
2024-01-16 22:30:00,240
2024-01-16 23:00:00,212
2024-01-16 23:30:00,289
2024-01-17 00:00:00,259
2024-01-17 00:30:00,286
2024-01-17 01:00:00,250
2024-01-17 01:30:00,233
2024-01-17 02:00:00,224
2024-01-17 02:30:00,272
2024-01-17 03:00:00,269
2024-01-17 03:30:00,258
2024-01-17 04:00:00,269
2024-01-17 04:30:00,221
2024-01-17 05:00:00,288
2024-01-17 05:30:00,291
2024-01-17 06:00:00,283
2024-01-17 06:30:00,276
2024-01-17 07:00:00,265
2024-01-17 07:30:00,274
2024-01-17 08:00:00,272
2024-01-17 08:30:00,222
2024-01-17 09:00:00,206
2024-01-17 09:30:00,132
2024-01-17 10:00:00,128
2024-01-17 10:30:00,117
2024-01-17 11:00:00,201
2024-01-17 11:30:00,193
2024-01-17 12:00:00,182
2024-01-17 12:30:00,227
2024-01-17 13:00:00,215
2024-01-17 13:30:00,76
2024-01-17 14:00:00,171
2024-01-17 14:30:00,192
2024-01-17 15:00:00,190
2024-01-17 15:30:00,189
2024-01-17 16:00:00,214
2024-01-17 16:30:00,197
2024-01-17 17:00:00,220
2024-01-17 17:30:00,222
2024-01-17 18:00:00,223
2024-01-17 18:30:00,233
2024-01-17 19:00:00,235
2024-01-17 19:30:00,251
2024-01-17 20:00:00,271
2024-01-17 20:30:00,280
2024-01-17 21:00:00,257
2024-01-17 21:30:00,266
2024-01-17 22:00:00,275
2024-01-17 22:30:00,229
2024-01-17 23:00:00,234
2024-01-17 23:30:00,226
2024-01-18 00:00:00,264
2024-01-18 00:30:00,268
2024-01-18 01:00:00,279
2024-01-18 01:30:00,264
2024-01-18 02:00:00,266
2024-01-18 02:30:00,252
2024-01-18 03:00:00,281
2024-01-18 03:30:00,257
2024-01-18 04:00:00,201
2024-01-18 04:30:00,289
2024-01-18 05:00:00,223
2024-01-18 05:30:00,143
2024-01-18 06:00:00,161
2024-01-18 06:30:00,241
2024-01-18 07:00:00,136
2024-01-18 07:30:00,312
2024-01-18 08:00:00,26.7
2024-01-18 08:30:00,78.7
2024-01-18 09:00:00,177
2024-01-18 09:30:00,93.1
2024-01-18 10:00:00,118
2024-01-18 10:30:00,138
2024-01-18 11:00:00,107
2024-01-18 11:30:00,89.9
2024-01-18 12:00:00,111
2024-01-18 12:30:00,101
2024-01-18 13:00:00,101
2024-01-18 13:30:00,109
2024-01-18 14:00:00,123
2024-01-18 14:30:00,111
2024-01-18 15:00:00,87.9
2024-01-18 15:30:00,89.0
2024-01-18 16:00:00,99.9
2024-01-18 16:30:00,74.3
2024-01-18 17:00:00,120
2024-01-18 17:30:00,142
2024-01-18 18:00:00,204
2024-01-18 18:30:00,300
2024-01-18 19:00:00,254
2024-01-18 19:30:00,236
2024-01-18 20:00:00,274
2024-01-18 20:30:00,236
2024-01-18 21:00:00,294
2024-01-18 21:30:00,267
2024-01-18 22:00:00,218
2024-01-18 22:30:00,266
2024-01-18 23:00:00,248
2024-01-18 23:30:00,264
2024-01-19 00:00:00,256
2024-01-19 00:30:00,265
2024-01-19 01:00:00,262
2024-01-19 01:30:00,277
2024-01-19 02:00:00,212
2024-01-19 02:30:00,282
2024-01-19 03:00:00,284
2024-01-19 03:30:00,191
2024-01-19 04:00:00,176
2024-01-19 04:30:00,221
2024-01-19 05:00:00,262
2024-01-19 05:30:00,236
2024-01-19 06:00:00,289
2024-01-19 06:30:00,292
2024-01-19 07:00:00,237
2024-01-19 07:30:00,128
2024-01-19 08:00:00,179
2024-01-19 08:30:00,219
2024-01-19 09:00:00,108
2024-01-19 09:30:00,175
2024-01-19 10:00:00,136
2024-01-19 10:30:00,132
2024-01-19 11:00:00,143
2024-01-19 11:30:00,228
2024-01-19 12:00:00,152
2024-01-19 12:30:00,213
2024-01-19 13:00:00,188
2024-01-19 13:30:00,140
2024-01-19 14:00:00,160
2024-01-19 14:30:00,98.4
2024-01-19 15:00:00,162
2024-01-19 15:30:00,139
2024-01-19 16:00:00,158
2024-01-19 16:30:00,138
2024-01-19 17:00:00,107
2024-01-19 17:30:00,216
2024-01-19 18:00:00,211
2024-01-19 18:30:00,265
2024-01-19 19:00:00,263
2024-01-19 19:30:00,245
2024-01-19 20:00:00,299
2024-01-19 20:30:00,203
2024-01-19 21:00:00,147
2024-01-19 21:30:00,265
2024-01-19 22:00:00,254
2024-01-19 22:30:00,157
2024-01-19 23:00:00,167
2024-01-19 23:30:00,179
2024-01-20 00:00:00,197
2024-01-20 00:30:00,216
2024-01-20 01:00:00,214
2024-01-20 01:30:00,258
2024-01-20 02:00:00,284
2024-01-20 02:30:00,251
2024-01-20 03:00:00,273
2024-01-20 03:30:00,243
2024-01-20 04:00:00,222
2024-01-20 04:30:00,230
2024-01-20 05:00:00,308
