"Time","wspd {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-07-05 19:00:00,1.94 m/s
2023-07-05 20:00:00,1.34 m/s
2023-07-05 21:00:00,1.13 m/s
2023-07-05 22:00:00,0.668 m/s
2023-07-05 23:00:00,0.720 m/s
2023-07-06 00:00:00,0.453 m/s
2023-07-06 01:00:00,0.490 m/s
2023-07-06 02:00:00,0.645 m/s
2023-07-06 03:00:00,1.02 m/s
2023-07-06 04:00:00,1.10 m/s
2023-07-06 05:00:00,0.621 m/s
2023-07-06 06:00:00,0.563 m/s
2023-07-06 07:00:00,0.497 m/s
2023-07-06 08:00:00,0.957 m/s
2023-07-06 09:00:00,1.80 m/s
2023-07-06 10:00:00,1.50 m/s
2023-07-06 11:00:00,0.983 m/s
2023-07-06 12:00:00,1.20 m/s
2023-07-06 13:00:00,1.18 m/s
2023-07-06 14:00:00,0.673 m/s
2023-07-06 15:00:00,0.363 m/s
2023-07-06 16:00:00,0.454 m/s
2023-07-06 17:00:00,1.00 m/s
2023-07-06 18:00:00,1.26 m/s
2023-07-06 19:00:00,1.26 m/s
2023-07-06 20:00:00,1.51 m/s
2023-07-06 21:00:00,1.25 m/s
2023-07-06 22:00:00,0.979 m/s
2023-07-06 23:00:00,0.687 m/s
2023-07-07 00:00:00,0.614 m/s
2023-07-07 01:00:00,0.834 m/s
2023-07-07 02:00:00,0.345 m/s
2023-07-07 03:00:00,0.424 m/s
2023-07-07 04:00:00,0.343 m/s
2023-07-07 05:00:00,0.448 m/s
2023-07-07 06:00:00,0.570 m/s
2023-07-07 07:00:00,1.13 m/s
2023-07-07 08:00:00,1.19 m/s
2023-07-07 09:00:00,0.890 m/s
2023-07-07 10:00:00,1.00 m/s
2023-07-07 11:00:00,0.643 m/s
2023-07-07 12:00:00,1.04 m/s
2023-07-07 13:00:00,0.887 m/s
2023-07-07 14:00:00,1.09 m/s
2023-07-07 15:00:00,1.39 m/s
2023-07-07 16:00:00,1.90 m/s
2023-07-07 17:00:00,2.70 m/s
2023-07-07 18:00:00,1.80 m/s
2023-07-07 19:00:00,2.26 m/s
2023-07-07 20:00:00,1.10 m/s
2023-07-07 21:00:00,0.863 m/s
2023-07-07 22:00:00,1.54 m/s
2023-07-07 23:00:00,1.16 m/s
2023-07-08 00:00:00,0.604 m/s
2023-07-08 01:00:00,0.438 m/s
2023-07-08 02:00:00,0.693 m/s
2023-07-08 03:00:00,0.393 m/s
2023-07-08 04:00:00,0.290 m/s
2023-07-08 05:00:00,0.470 m/s
2023-07-08 06:00:00,0.297 m/s
2023-07-08 07:00:00,0.670 m/s
2023-07-08 08:00:00,0.200 m/s
2023-07-08 09:00:00,0.736 m/s
2023-07-08 10:00:00,1.02 m/s
2023-07-08 11:00:00,1.51 m/s
2023-07-08 12:00:00,1.40 m/s
2023-07-08 13:00:00,1.43 m/s
2023-07-08 14:00:00,1.17 m/s
2023-07-08 15:00:00,1.28 m/s
2023-07-08 16:00:00,1.95 m/s
2023-07-08 17:00:00,2.32 m/s
2023-07-08 18:00:00,1.85 m/s
2023-07-08 19:00:00,1.93 m/s
2023-07-08 20:00:00,2.18 m/s
2023-07-08 21:00:00,2.73 m/s
2023-07-08 22:00:00,2.93 m/s
2023-07-08 23:00:00,2.71 m/s
2023-07-09 00:00:00,2.57 m/s
2023-07-09 01:00:00,2.40 m/s

