"Time","atm_hum {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-04-23 05:00:00,98 %H
2023-04-23 06:00:00,98.6 %H
2023-04-23 07:00:00,99 %H
2023-04-23 08:00:00,99 %H
2023-04-23 09:00:00,98.1 %H
2023-04-23 10:00:00,95.5 %H
2023-04-23 11:00:00,93.2 %H
2023-04-23 12:00:00,87.9 %H
2023-04-23 13:00:00,85.0 %H
2023-04-23 14:00:00,83.9 %H
2023-04-23 15:00:00,82.4 %H
2023-04-23 16:00:00,81.5 %H
2023-04-23 17:00:00,85.1 %H
2023-04-23 18:00:00,87.2 %H
2023-04-23 19:00:00,89.9 %H
2023-04-23 20:00:00,87.2 %H
2023-04-23 21:00:00,86.5 %H
2023-04-23 22:00:00,89.4 %H
2023-04-23 23:00:00,91.5 %H
2023-04-24 00:00:00,91.6 %H
2023-04-24 01:00:00,94.5 %H
2023-04-24 02:00:00,96.1 %H
2023-04-24 03:00:00,96.7 %H
2023-04-24 04:00:00,95.8 %H
2023-04-24 05:00:00,95.8 %H
2023-04-24 06:00:00,96 %H
2023-04-24 07:00:00,94.9 %H
2023-04-24 08:00:00,93.1 %H
2023-04-24 09:00:00,83.8 %H
2023-04-24 10:00:00,79.4 %H
2023-04-24 11:00:00,79.3 %H
2023-04-24 12:00:00,76.8 %H
2023-04-24 13:00:00,78.5 %H
2023-04-24 14:00:00,76.0 %H
2023-04-24 15:00:00,74.6 %H
2023-04-24 16:00:00,71.8 %H
2023-04-24 17:00:00,71.1 %H
2023-04-24 18:00:00,77.4 %H
2023-04-24 19:00:00,84.9 %H
2023-04-24 20:00:00,84.1 %H
2023-04-24 21:00:00,85.6 %H
2023-04-24 22:00:00,87.8 %H
2023-04-24 23:00:00,88.1 %H
2023-04-25 00:00:00,87.6 %H
2023-04-25 01:00:00,86.9 %H
2023-04-25 02:00:00,85.9 %H
2023-04-25 03:00:00,87.6 %H
2023-04-25 04:00:00,89.0 %H
2023-04-25 05:00:00,87.8 %H
2023-04-25 06:00:00,90.8 %H
2023-04-25 07:00:00,92.1 %H
2023-04-25 08:00:00,88.2 %H
2023-04-25 09:00:00,83.5 %H
2023-04-25 10:00:00,82.6 %H
2023-04-25 11:00:00,78.5 %H
2023-04-25 12:00:00,78.6 %H
2023-04-25 13:00:00,78.4 %H
2023-04-25 14:00:00,79.2 %H
2023-04-25 15:00:00,79.0 %H
2023-04-25 16:00:00,80.3 %H
2023-04-25 17:00:00,81.2 %H
2023-04-25 18:00:00,85 %H
2023-04-25 19:00:00,82.3 %H
2023-04-25 20:00:00,80.4 %H
2023-04-25 21:00:00,85.9 %H
2023-04-25 22:00:00,86.6 %H
2023-04-25 23:00:00,88.8 %H
2023-04-26 00:00:00,91.9 %H
2023-04-26 01:00:00,95.4 %H
2023-04-26 02:00:00,96.8 %H
2023-04-26 03:00:00,97.9 %H
2023-04-26 04:00:00,98.0 %H
2023-04-26 05:00:00,98.1 %H
2023-04-26 06:00:00,96.8 %H
2023-04-26 07:00:00,96.9 %H
2023-04-26 08:00:00,97.3 %H
2023-04-26 09:00:00,91.7 %H
2023-04-26 10:00:00,85.6 %H
2023-04-26 11:00:00,82.3 %H
2023-04-26 12:00:00,79.6 %H
2023-04-26 13:00:00,77.0 %H
2023-04-26 14:00:00,76.6 %H
2023-04-26 15:00:00,77.2 %H
2023-04-26 16:00:00,77.0 %H
2023-04-26 17:00:00,77.8 %H
2023-04-26 18:00:00,79.5 %H
2023-04-26 19:00:00,83.3 %H
2023-04-26 20:00:00,82.6 %H
2023-04-26 21:00:00,84.4 %H
2023-04-26 22:00:00,85.1 %H
2023-04-26 23:00:00,87.0 %H
2023-04-27 00:00:00,87.8 %H
2023-04-27 01:00:00,89.4 %H
2023-04-27 02:00:00,88.9 %H
2023-04-27 03:00:00,89.7 %H
2023-04-27 04:00:00,90.6 %H
2023-04-27 05:00:00,91.7 %H
2023-04-27 06:00:00,90.3 %H
2023-04-27 07:00:00,84.9 %H
2023-04-27 08:00:00,87.8 %H
2023-04-27 09:00:00,85.6 %H
2023-04-27 10:00:00,80.9 %H
2023-04-27 11:00:00,80.7 %H
2023-04-27 12:00:00,78.1 %H
2023-04-27 13:00:00,71.6 %H
2023-04-27 14:00:00,68.0 %H
2023-04-27 15:00:00,67.1 %H
2023-04-27 16:00:00,71.4 %H
2023-04-27 17:00:00,76.6 %H
2023-04-27 18:00:00,78.6 %H
2023-04-27 19:00:00,91.8 %H
2023-04-27 20:00:00,96.1 %H
2023-04-27 21:00:00,96.8 %H
2023-04-27 22:00:00,98.1 %H
2023-04-27 23:00:00,98.5 %H
2023-04-28 00:00:00,99 %H
2023-04-28 01:00:00,99.3 %H
2023-04-28 02:00:00,99.5 %H
2023-04-28 03:00:00,99.5 %H
2023-04-28 04:00:00,99.5 %H
2023-04-28 05:00:00,99.5 %H
2023-04-28 06:00:00,99.5 %H
2023-04-28 07:00:00,99.5 %H
2023-04-28 08:00:00,99.0 %H
2023-04-28 09:00:00,92.6 %H
2023-04-28 10:00:00,87.3 %H
2023-04-28 11:00:00,79.7 %H
2023-04-28 12:00:00,76.1 %H
2023-04-28 13:00:00,78.2 %H
2023-04-28 14:00:00,81.1 %H
2023-04-28 15:00:00,78.3 %H
2023-04-28 16:00:00,79.1 %H
2023-04-28 17:00:00,89.4 %H
2023-04-28 18:00:00,95.2 %H
2023-04-28 19:00:00,97.0 %H
2023-04-28 20:00:00,94.6 %H
2023-04-28 21:00:00,91.0 %H
2023-04-28 22:00:00,86.7 %H
2023-04-28 23:00:00,90.5 %H
2023-04-29 00:00:00,95.4 %H
2023-04-29 01:00:00,95.0 %H
2023-04-29 02:00:00,95.5 %H
2023-04-29 03:00:00,95.4 %H
2023-04-29 04:00:00,97.6 %H
2023-04-29 05:00:00,97.8 %H
2023-04-29 06:00:00,98.5 %H
2023-04-29 07:00:00,99 %H
2023-04-29 08:00:00,97.3 %H
2023-04-29 09:00:00,93.3 %H
2023-04-29 10:00:00,88.4 %H
2023-04-29 11:00:00,83.0 %H
2023-04-29 12:00:00,80.1 %H
2023-04-29 13:00:00,75.9 %H
2023-04-29 14:00:00,73.1 %H
2023-04-29 15:00:00,70.9 %H
2023-04-29 16:00:00,72.3 %H
2023-04-29 17:00:00,82.2 %H
2023-04-29 18:00:00,90.6 %H
2023-04-29 19:00:00,97.3 %H
2023-04-29 20:00:00,98.4 %H
2023-04-29 21:00:00,98.3 %H
2023-04-29 22:00:00,97.4 %H
2023-04-29 23:00:00,99.2 %H
2023-04-30 00:00:00,97.9 %H
2023-04-30 01:00:00,99.0 %H
2023-04-30 02:00:00,99.1 %H
2023-04-30 03:00:00,99.3 %H
2023-04-30 04:00:00,99.5 %H
2023-04-30 05:00:00,99.0 %H
2023-04-30 06:00:00,99.3 %H
2023-04-30 07:00:00,99.5 %H
2023-04-30 08:00:00,97.4 %H
2023-04-30 09:00:00,90.0 %H
2023-04-30 10:00:00,83.6 %H
2023-04-30 11:00:00,78.8 %H
2023-04-30 12:00:00,76.5 %H
2023-04-30 13:00:00,74.9 %H
2023-04-30 14:00:00,76.3 %H
2023-04-30 15:00:00,78.2 %H
2023-04-30 16:00:00,76.0 %H
2023-04-30 17:00:00,90.6 %H
2023-04-30 18:00:00,98.7 %H
2023-04-30 19:00:00,99.5 %H
2023-04-30 20:00:00,99.5 %H
2023-04-30 21:00:00,99.5 %H
2023-04-30 22:00:00,99.5 %H
2023-04-30 23:00:00,99.5 %H
2023-05-01 00:00:00,99.5 %H

