"Time","wspd {devid=""6867252545520000"", firmware_variant=""-v1""}"
2024-01-03 21:30:00,0.984 m/s
2024-01-03 22:00:00,0.791 m/s
2024-01-03 22:30:00,0.129 m/s
2024-01-03 23:00:00,0.489 m/s
2024-01-03 23:30:00,0.585 m/s
2024-01-04 00:00:00,0.957 m/s
2024-01-04 00:30:00,1.31 m/s
2024-01-04 01:00:00,1.07 m/s
2024-01-04 01:30:00,0.964 m/s
2024-01-04 02:00:00,0.846 m/s
2024-01-04 02:30:00,0.813 m/s
2024-01-04 03:00:00,0.825 m/s
2024-01-04 03:30:00,0.711 m/s
2024-01-04 04:00:00,0.791 m/s
2024-01-04 04:30:00,0.970 m/s
2024-01-04 05:00:00,1.30 m/s
2024-01-04 05:30:00,0.957 m/s
2024-01-04 06:00:00,0.481 m/s
2024-01-04 06:30:00,0.996 m/s
2024-01-04 07:00:00,1.23 m/s
2024-01-04 07:30:00,1.43 m/s
2024-01-04 08:00:00,1.57 m/s
2024-01-04 08:30:00,1.63 m/s
2024-01-04 09:00:00,1.94 m/s
2024-01-04 09:30:00,1.33 m/s
2024-01-04 10:00:00,1.10 m/s
2024-01-04 10:30:00,1.62 m/s
2024-01-04 11:00:00,1.08 m/s
2024-01-04 11:30:00,1.39 m/s
2024-01-04 12:00:00,1.61 m/s
2024-01-04 12:30:00,1.87 m/s
2024-01-04 13:00:00,1.31 m/s
2024-01-04 13:30:00,0.968 m/s
2024-01-04 14:00:00,1.45 m/s
2024-01-04 14:30:00,1.73 m/s
2024-01-04 15:00:00,1.62 m/s
2024-01-04 15:30:00,2.12 m/s
2024-01-04 16:00:00,1.99 m/s
2024-01-04 16:30:00,1.96 m/s
2024-01-04 17:00:00,1.68 m/s
2024-01-04 17:30:00,1.78 m/s
2024-01-04 18:00:00,2.00 m/s
2024-01-04 18:30:00,2.23 m/s
2024-01-04 19:00:00,2.38 m/s
2024-01-04 19:30:00,2.61 m/s
2024-01-04 20:00:00,1.70 m/s
2024-01-04 20:30:00,1.39 m/s
2024-01-04 21:00:00,1.01 m/s
2024-01-04 21:30:00,1.20 m/s
2024-01-04 22:00:00,1.20 m/s
2024-01-04 22:30:00,1.36 m/s
2024-01-04 23:00:00,2.03 m/s
2024-01-04 23:30:00,1.86 m/s
2024-01-05 00:00:00,2.32 m/s
2024-01-05 00:30:00,2.40 m/s
2024-01-05 01:00:00,2.18 m/s
2024-01-05 01:30:00,1.76 m/s
2024-01-05 02:00:00,1.46 m/s
2024-01-05 02:30:00,1.15 m/s
2024-01-05 03:00:00,1.27 m/s
2024-01-05 03:30:00,0.861 m/s
2024-01-05 04:00:00,1.38 m/s
2024-01-05 04:30:00,1.94 m/s
2024-01-05 05:00:00,2.01 m/s
2024-01-05 05:30:00,1.78 m/s
2024-01-05 06:00:00,1.82 m/s
2024-01-05 06:30:00,0.857 m/s
2024-01-05 07:00:00,0.804 m/s
2024-01-05 07:30:00,0.576 m/s
2024-01-05 08:00:00,1.01 m/s
2024-01-05 08:30:00,0.884 m/s
2024-01-05 09:00:00,1.04 m/s
2024-01-05 09:30:00,1.05 m/s
2024-01-05 10:00:00,0.932 m/s
2024-01-05 10:30:00,0.875 m/s
2024-01-05 11:00:00,0.869 m/s
2024-01-05 11:30:00,0.828 m/s
2024-01-05 12:00:00,0.800 m/s
2024-01-05 12:30:00,0.633 m/s
2024-01-05 13:00:00,0.857 m/s
2024-01-05 13:30:00,0.917 m/s
2024-01-05 14:00:00,1.05 m/s
2024-01-05 14:30:00,0.800 m/s
2024-01-05 15:00:00,1.14 m/s
2024-01-05 15:30:00,1.16 m/s
2024-01-05 16:00:00,1.17 m/s
2024-01-05 16:30:00,1.20 m/s
2024-01-05 17:00:00,0.928 m/s
2024-01-05 17:30:00,0.718 m/s
2024-01-05 18:00:00,0.920 m/s
2024-01-05 18:30:00,1.38 m/s
2024-01-05 19:00:00,1.30 m/s
2024-01-05 19:30:00,1.31 m/s
2024-01-05 20:00:00,1.43 m/s
2024-01-05 20:30:00,2.02 m/s
2024-01-05 21:00:00,2.36 m/s
2024-01-05 21:30:00,2.12 m/s
2024-01-05 22:00:00,1.63 m/s
2024-01-05 22:30:00,1.73 m/s
2024-01-05 23:00:00,0.787 m/s
2024-01-05 23:30:00,0.556 m/s
2024-01-06 00:00:00,0.882 m/s
2024-01-06 00:30:00,1.80 m/s
2024-01-06 01:00:00,1.59 m/s
2024-01-06 01:30:00,2.56 m/s
2024-01-06 02:00:00,2.41 m/s
2024-01-06 02:30:00,2.13 m/s
2024-01-06 03:00:00,1.18 m/s
2024-01-06 03:30:00,1.88 m/s
2024-01-06 04:00:00,1.88 m/s
2024-01-06 04:30:00,1.82 m/s
2024-01-06 05:00:00,1.62 m/s
2024-01-06 05:30:00,1.53 m/s
2024-01-06 06:00:00,1.13 m/s
2024-01-06 06:30:00,0.656 m/s
2024-01-06 07:00:00,1.22 m/s
2024-01-06 07:30:00,0.553 m/s
2024-01-06 08:00:00,0.704 m/s
2024-01-06 08:30:00,0.651 m/s
2024-01-06 09:00:00,0.819 m/s
2024-01-06 09:30:00,0.651 m/s
2024-01-06 10:00:00,1.52 m/s
2024-01-06 10:30:00,2.09 m/s
2024-01-06 11:00:00,1.43 m/s
2024-01-06 11:30:00,1.32 m/s
2024-01-06 12:00:00,1.39 m/s
2024-01-06 12:30:00,0.993 m/s
2024-01-06 13:00:00,0.692 m/s
2024-01-06 13:30:00,0.811 m/s
2024-01-06 14:00:00,1.34 m/s
2024-01-06 14:30:00,0.963 m/s
2024-01-06 15:00:00,1.75 m/s
2024-01-06 15:30:00,1.80 m/s
2024-01-06 16:00:00,1.96 m/s
2024-01-06 16:30:00,2.18 m/s
2024-01-06 17:00:00,2.62 m/s
2024-01-06 17:30:00,2.62 m/s
2024-01-06 18:00:00,2.57 m/s
2024-01-06 18:30:00,2.84 m/s
2024-01-06 19:00:00,2.77 m/s
2024-01-06 19:30:00,2.64 m/s
2024-01-06 20:00:00,3.08 m/s
2024-01-06 20:30:00,2.93 m/s
2024-01-06 21:00:00,3.11 m/s
2024-01-06 21:30:00,2.85 m/s
2024-01-06 22:00:00,2.83 m/s
2024-01-06 22:30:00,2.94 m/s
2024-01-06 23:00:00,3.49 m/s
2024-01-06 23:30:00,3.12 m/s
2024-01-07 00:00:00,4.20 m/s
2024-01-07 00:30:00,4.47 m/s
2024-01-07 01:00:00,3.74 m/s
2024-01-07 01:30:00,3.37 m/s
2024-01-07 02:00:00,2.37 m/s
2024-01-07 02:30:00,1.79 m/s
2024-01-07 03:00:00,1.88 m/s
2024-01-07 03:30:00,2.03 m/s
2024-01-07 04:00:00,1.39 m/s
2024-01-07 04:30:00,1.29 m/s
2024-01-07 05:00:00,1.56 m/s
2024-01-07 05:30:00,1.71 m/s
2024-01-07 06:00:00,1.51 m/s
2024-01-07 06:30:00,1.24 m/s
2024-01-07 07:00:00,1.70 m/s
2024-01-07 07:30:00,1.23 m/s
2024-01-07 08:00:00,1.27 m/s
2024-01-07 08:30:00,1.19 m/s
2024-01-07 09:00:00,0.880 m/s
2024-01-07 09:30:00,0.677 m/s
2024-01-07 10:00:00,0.630 m/s
2024-01-07 10:30:00,0.837 m/s
2024-01-07 11:00:00,1.30 m/s
2024-01-07 11:30:00,1.16 m/s
2024-01-07 12:00:00,0.972 m/s
2024-01-07 12:30:00,1.00 m/s
2024-01-07 13:00:00,0.954 m/s
2024-01-07 13:30:00,1.09 m/s
2024-01-07 14:00:00,1.14 m/s
2024-01-07 14:30:00,1.79 m/s
2024-01-07 15:00:00,1.67 m/s
2024-01-07 15:30:00,1.06 m/s
2024-01-07 16:00:00,1.60 m/s
2024-01-07 16:30:00,2.39 m/s
2024-01-07 17:00:00,2.42 m/s
2024-01-07 17:30:00,2.21 m/s
2024-01-07 18:00:00,1.89 m/s
2024-01-07 18:30:00,1.51 m/s
2024-01-07 19:00:00,1.40 m/s
2024-01-07 19:30:00,2.01 m/s
2024-01-07 20:00:00,2.32 m/s
2024-01-07 20:30:00,2.33 m/s
2024-01-07 21:00:00,2.34 m/s
2024-01-07 21:30:00,2.73 m/s
2024-01-07 22:00:00,3.40 m/s
2024-01-07 22:30:00,3.25 m/s
2024-01-07 23:00:00,2.86 m/s
2024-01-07 23:30:00,2.35 m/s
2024-01-08 00:00:00,1.92 m/s
2024-01-08 00:30:00,2.08 m/s
2024-01-08 01:00:00,1.49 m/s
2024-01-08 01:30:00,1.08 m/s
2024-01-08 02:00:00,0.855 m/s
2024-01-08 02:30:00,0.567 m/s
2024-01-08 03:00:00,0.635 m/s
2024-01-08 03:30:00,1.26 m/s
2024-01-08 04:00:00,0.769 m/s
2024-01-08 04:30:00,0.710 m/s
2024-01-08 05:00:00,0.279 m/s
2024-01-08 05:30:00,0.500 m/s
2024-01-08 06:00:00,0.231 m/s
2024-01-08 06:30:00,0.412 m/s
2024-01-08 07:00:00,0.363 m/s
2024-01-08 07:30:00,0.792 m/s
2024-01-08 08:00:00,1.05 m/s
2024-01-08 08:30:00,1.33 m/s
2024-01-08 09:00:00,1.51 m/s
2024-01-08 09:30:00,1.41 m/s
2024-01-08 10:00:00,1.43 m/s
2024-01-08 10:30:00,1.47 m/s
2024-01-08 11:00:00,1.77 m/s
2024-01-08 11:30:00,2.27 m/s
2024-01-08 12:00:00,1.49 m/s
2024-01-08 12:30:00,1.70 m/s
2024-01-08 13:00:00,1.65 m/s
2024-01-08 13:30:00,1.44 m/s
2024-01-08 14:00:00,1.06 m/s
2024-01-08 14:30:00,1.43 m/s
2024-01-08 15:00:00,0.932 m/s
2024-01-08 15:30:00,1.05 m/s
2024-01-08 16:00:00,0.865 m/s
2024-01-08 16:30:00,1.61 m/s
2024-01-08 17:00:00,1.86 m/s
2024-01-08 17:30:00,2.25 m/s
2024-01-08 18:00:00,2.35 m/s
2024-01-08 18:30:00,2.87 m/s
2024-01-08 19:00:00,1.96 m/s
2024-01-08 19:30:00,1.47 m/s
2024-01-08 20:00:00,1.75 m/s
2024-01-08 20:30:00,1.39 m/s
2024-01-08 21:00:00,1.72 m/s
2024-01-08 21:30:00,2.12 m/s
2024-01-08 22:00:00,2.56 m/s
2024-01-08 22:30:00,2.72 m/s
2024-01-08 23:00:00,3.37 m/s
2024-01-08 23:30:00,2.86 m/s
2024-01-09 00:00:00,3.02 m/s
2024-01-09 00:30:00,4.11 m/s
2024-01-09 01:00:00,4.73 m/s
2024-01-09 01:30:00,4.81 m/s
2024-01-09 02:00:00,4.93 m/s
2024-01-09 02:30:00,4.34 m/s
2024-01-09 03:00:00,3.41 m/s
2024-01-09 03:30:00,3.47 m/s
2024-01-09 04:00:00,2.41 m/s
2024-01-09 04:30:00,1.21 m/s
2024-01-09 05:00:00,1.45 m/s
2024-01-09 05:30:00,0.673 m/s
2024-01-09 06:00:00,0.673 m/s
2024-01-09 06:30:00,0.291 m/s
2024-01-09 07:00:00,0.339 m/s
2024-01-09 07:30:00,0.415 m/s
2024-01-09 08:00:00,0.691 m/s
2024-01-09 08:30:00,0.600 m/s
2024-01-09 09:00:00,0.733 m/s
2024-01-09 09:30:00,0.812 m/s
2024-01-09 10:00:00,1.45 m/s
2024-01-09 10:30:00,1.37 m/s
2024-01-09 11:00:00,1.48 m/s
2024-01-09 11:30:00,1.30 m/s
2024-01-09 12:00:00,1.37 m/s
2024-01-09 12:30:00,1.26 m/s
2024-01-09 13:00:00,1.22 m/s
2024-01-09 13:30:00,1.23 m/s
2024-01-09 14:00:00,1.10 m/s
2024-01-09 14:30:00,0.752 m/s
2024-01-09 15:00:00,1.05 m/s
2024-01-09 15:30:00,1.26 m/s
2024-01-09 16:00:00,1.06 m/s
2024-01-09 16:30:00,1.25 m/s
2024-01-09 17:00:00,1.50 m/s
2024-01-09 17:30:00,1.15 m/s
2024-01-09 18:00:00,0.971 m/s
2024-01-09 18:30:00,0.725 m/s
2024-01-09 19:00:00,0.727 m/s
2024-01-09 19:30:00,0.705 m/s
2024-01-09 20:00:00,0.363 m/s
2024-01-09 20:30:00,0.209 m/s
2024-01-09 21:00:00,0.523 m/s
2024-01-09 21:30:00,0.717 m/s
2024-01-09 22:00:00,0.748 m/s
2024-01-09 22:30:00,0.581 m/s
2024-01-09 23:00:00,0.109 m/s
2024-01-09 23:30:00,0.148 m/s
2024-01-10 00:00:00,0.236 m/s
2024-01-10 00:30:00,1.72 m/s
2024-01-10 01:00:00,1.92 m/s
2024-01-10 01:30:00,1.85 m/s
2024-01-10 02:00:00,2.13 m/s
2024-01-10 02:30:00,2.17 m/s
2024-01-10 03:00:00,1.97 m/s
2024-01-10 03:30:00,2.08 m/s
2024-01-10 04:00:00,1.98 m/s
2024-01-10 04:30:00,1.27 m/s
2024-01-10 05:00:00,1.73 m/s
2024-01-10 05:30:00,1.73 m/s
2024-01-10 06:00:00,1.95 m/s
2024-01-10 06:30:00,1.34 m/s
2024-01-10 07:00:00,1.49 m/s
2024-01-10 07:30:00,1.32 m/s
2024-01-10 08:00:00,0.955 m/s
2024-01-10 08:30:00,0.725 m/s
2024-01-10 09:00:00,0.815 m/s
2024-01-10 09:30:00,1.54 m/s
2024-01-10 10:00:00,1.56 m/s
2024-01-10 10:30:00,1.45 m/s
2024-01-10 11:00:00,1.66 m/s
2024-01-10 11:30:00,1.37 m/s
2024-01-10 12:00:00,1.44 m/s
2024-01-10 12:30:00,1.55 m/s
2024-01-10 13:00:00,0.869 m/s
2024-01-10 13:30:00,2.06 m/s
2024-01-10 14:00:00,1.79 m/s
2024-01-10 14:30:00,2.00 m/s
2024-01-10 15:00:00,3.18 m/s
2024-01-10 15:30:00,3.35 m/s
2024-01-10 16:00:00,3.22 m/s
2024-01-10 16:30:00,2.33 m/s
2024-01-10 17:00:00,2.11 m/s
2024-01-10 17:30:00,2.35 m/s
2024-01-10 18:00:00,2.26 m/s
2024-01-10 18:30:00,1.04 m/s
2024-01-10 19:00:00,1.40 m/s
2024-01-10 19:30:00,1.09 m/s
2024-01-10 20:00:00,1.49 m/s
2024-01-10 20:30:00,1.09 m/s
2024-01-10 21:00:00,1.94 m/s
2024-01-10 21:30:00,1.76 m/s
2024-01-10 22:00:00,1.90 m/s
2024-01-10 22:30:00,1.65 m/s
2024-01-10 23:00:00,1.38 m/s
2024-01-10 23:30:00,1.79 m/s
2024-01-11 00:00:00,1.97 m/s
2024-01-11 00:30:00,1.03 m/s
2024-01-11 01:00:00,1.25 m/s
2024-01-11 01:30:00,1.18 m/s
2024-01-11 02:00:00,1.31 m/s
2024-01-11 02:30:00,0.761 m/s
2024-01-11 03:00:00,1.28 m/s
2024-01-11 03:30:00,1.09 m/s
2024-01-11 04:00:00,0.713 m/s
2024-01-11 04:30:00,1.03 m/s
2024-01-11 05:00:00,0.983 m/s
2024-01-11 05:30:00,0.952 m/s
2024-01-11 06:00:00,0.720 m/s
2024-01-11 06:30:00,0.548 m/s
2024-01-11 07:00:00,0.504 m/s
2024-01-11 07:30:00,0.547 m/s
2024-01-11 08:00:00,0.668 m/s
2024-01-11 08:30:00,0.393 m/s
2024-01-11 09:00:00,1.29 m/s
2024-01-11 09:30:00,2.08 m/s
2024-01-11 10:00:00,2.07 m/s
2024-01-11 10:30:00,1.88 m/s
2024-01-11 11:00:00,1.78 m/s
2024-01-11 11:30:00,2.12 m/s
2024-01-11 12:00:00,2.06 m/s
2024-01-11 12:30:00,2.09 m/s
2024-01-11 13:00:00,2.11 m/s
2024-01-11 13:30:00,1.75 m/s
2024-01-11 14:00:00,1.49 m/s
2024-01-11 14:30:00,1.22 m/s
2024-01-11 15:00:00,1.46 m/s
2024-01-11 15:30:00,1.41 m/s
2024-01-11 16:00:00,0.888 m/s
2024-01-11 16:30:00,0.593 m/s
2024-01-11 17:00:00,0.687 m/s
2024-01-11 17:30:00,0.772 m/s
2024-01-11 18:00:00,1.01 m/s
2024-01-11 18:30:00,1.15 m/s
2024-01-11 19:00:00,1.35 m/s
2024-01-11 19:30:00,1.28 m/s
2024-01-11 20:00:00,1.02 m/s
2024-01-11 20:30:00,2.27 m/s
2024-01-11 21:00:00,2.11 m/s
2024-01-11 21:30:00,1.47 m/s
2024-01-11 22:00:00,1.73 m/s
2024-01-11 22:30:00,1.76 m/s
2024-01-11 23:00:00,1.19 m/s
2024-01-11 23:30:00,1.26 m/s
2024-01-12 00:00:00,1.35 m/s
2024-01-12 00:30:00,1.05 m/s
2024-01-12 01:00:00,0.964 m/s
2024-01-12 01:30:00,1.03 m/s
2024-01-12 02:00:00,1.42 m/s
2024-01-12 02:30:00,1.22 m/s
2024-01-12 03:00:00,1.44 m/s
2024-01-12 03:30:00,1.39 m/s
2024-01-12 04:00:00,1.25 m/s
2024-01-12 04:30:00,0.833 m/s
2024-01-12 05:00:00,0.773 m/s
2024-01-12 05:30:00,0.601 m/s
2024-01-12 06:00:00,0.623 m/s
2024-01-12 06:30:00,0.935 m/s
2024-01-12 07:00:00,0.320 m/s
2024-01-12 07:30:00,0.467 m/s
2024-01-12 08:00:00,1.03 m/s
2024-01-12 08:30:00,0.677 m/s
2024-01-12 09:00:00,1.82 m/s
2024-01-12 09:30:00,2.46 m/s
2024-01-12 10:00:00,2.26 m/s
2024-01-12 10:30:00,2.11 m/s
2024-01-12 11:00:00,1.87 m/s
2024-01-12 11:30:00,1.45 m/s
2024-01-12 12:00:00,1.18 m/s
2024-01-12 12:30:00,1.36 m/s
2024-01-12 13:00:00,1.27 m/s
2024-01-12 13:30:00,1.06 m/s
2024-01-12 14:00:00,0.783 m/s
2024-01-12 14:30:00,1.17 m/s
2024-01-12 15:00:00,0.891 m/s
2024-01-12 15:30:00,1.12 m/s
2024-01-12 16:00:00,1.19 m/s
2024-01-12 16:30:00,1.18 m/s
2024-01-12 17:00:00,0.860 m/s
2024-01-12 17:30:00,0.700 m/s
2024-01-12 18:00:00,1.02 m/s
2024-01-12 18:30:00,2.33 m/s
2024-01-12 19:00:00,2.32 m/s
2024-01-12 19:30:00,1.36 m/s
2024-01-12 20:00:00,0.625 m/s
2024-01-12 20:30:00,0.641 m/s
2024-01-12 21:00:00,1.61 m/s
2024-01-12 21:30:00,1.65 m/s
2024-01-12 22:00:00,1.05 m/s
2024-01-12 22:30:00,1.07 m/s
2024-01-12 23:00:00,0.931 m/s
2024-01-12 23:30:00,0.832 m/s
2024-01-13 00:00:00,0.895 m/s
2024-01-13 00:30:00,0.407 m/s
2024-01-13 01:00:00,0.352 m/s
2024-01-13 01:30:00,0.468 m/s
2024-01-13 02:00:00,0.721 m/s
2024-01-13 02:30:00,0.523 m/s
2024-01-13 03:00:00,0.564 m/s
2024-01-13 03:30:00,0.425 m/s
2024-01-13 04:00:00,0.0173 m/s
2024-01-13 04:30:00,0.376 m/s
2024-01-13 05:00:00,0.723 m/s
2024-01-13 05:30:00,0.601 m/s
2024-01-13 06:00:00,0.772 m/s
2024-01-13 06:30:00,0.964 m/s
2024-01-13 07:00:00,1.61 m/s
2024-01-13 07:30:00,1.43 m/s
2024-01-13 08:00:00,1.41 m/s
2024-01-13 08:30:00,1.24 m/s
2024-01-13 09:00:00,1.25 m/s
2024-01-13 09:30:00,0.833 m/s
2024-01-13 10:00:00,0.845 m/s
2024-01-13 10:30:00,0.428 m/s
2024-01-13 11:00:00,0.621 m/s
2024-01-13 11:30:00,0.916 m/s
2024-01-13 12:00:00,1.14 m/s
2024-01-13 12:30:00,1.01 m/s
2024-01-13 13:00:00,1.61 m/s
2024-01-13 13:30:00,1.10 m/s
2024-01-13 14:00:00,1.22 m/s
2024-01-13 14:30:00,0.721 m/s
2024-01-13 15:00:00,0.613 m/s
2024-01-13 15:30:00,0.607 m/s
2024-01-13 16:00:00,0.447 m/s
2024-01-13 16:30:00,0.853 m/s
2024-01-13 17:00:00,0.560 m/s
2024-01-13 17:30:00,0.639 m/s
2024-01-13 18:00:00,0.779 m/s
2024-01-13 18:30:00,0.897 m/s
2024-01-13 19:00:00,1.01 m/s
2024-01-13 19:30:00,1.23 m/s
2024-01-13 20:00:00,1.15 m/s
2024-01-13 20:30:00,2.26 m/s
2024-01-13 21:00:00,2.27 m/s
2024-01-13 21:30:00,2.36 m/s
2024-01-13 22:00:00,2.63 m/s
2024-01-13 22:30:00,2.40 m/s
2024-01-13 23:00:00,2.07 m/s
2024-01-13 23:30:00,1.66 m/s
2024-01-14 00:00:00,1.50 m/s
2024-01-14 00:30:00,1.41 m/s
2024-01-14 01:00:00,1.34 m/s
2024-01-14 01:30:00,1.69 m/s
2024-01-14 02:00:00,1.22 m/s
2024-01-14 02:30:00,1.34 m/s
2024-01-14 03:00:00,1.31 m/s
2024-01-14 03:30:00,0.897 m/s
2024-01-14 04:00:00,1.51 m/s
2024-01-14 04:30:00,1.14 m/s
2024-01-14 05:00:00,1.75 m/s
2024-01-14 05:30:00,1.66 m/s
2024-01-14 06:00:00,1.66 m/s
2024-01-14 06:30:00,1.56 m/s
2024-01-14 07:00:00,1.77 m/s
2024-01-14 07:30:00,1.66 m/s
2024-01-14 08:00:00,1.46 m/s
2024-01-14 08:30:00,1.03 m/s
2024-01-14 09:00:00,0.621 m/s
2024-01-14 09:30:00,1.27 m/s
2024-01-14 10:00:00,1.69 m/s
2024-01-14 10:30:00,0.845 m/s
2024-01-14 11:00:00,1.40 m/s
2024-01-14 11:30:00,1.11 m/s
2024-01-14 12:00:00,0.581 m/s
2024-01-14 12:30:00,0.824 m/s
2024-01-14 13:00:00,1.30 m/s
2024-01-14 13:30:00,1.06 m/s
2024-01-14 14:00:00,1.25 m/s
2024-01-14 14:30:00,0.823 m/s
2024-01-14 15:00:00,0.899 m/s
2024-01-14 15:30:00,0.924 m/s
2024-01-14 16:00:00,0.688 m/s
2024-01-14 16:30:00,0.571 m/s
2024-01-14 17:00:00,1.15 m/s
2024-01-14 17:30:00,1.49 m/s
2024-01-14 18:00:00,1.03 m/s
2024-01-14 18:30:00,1.01 m/s
2024-01-14 19:00:00,0.957 m/s
2024-01-14 19:30:00,1.76 m/s
