"Time","wspd {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-04-23 20:00:00,1.11 m/s
2023-04-23 21:00:00,0.876 m/s
2023-04-23 22:00:00,0.970 m/s
2023-04-23 23:00:00,1.26 m/s
2023-04-24 00:00:00,0.587 m/s
2023-04-24 01:00:00,0.849 m/s
2023-04-24 02:00:00,0.670 m/s
2023-04-24 03:00:00,0.615 m/s
2023-04-24 04:00:00,1.13 m/s
2023-04-24 05:00:00,1.38 m/s
2023-04-24 06:00:00,1.20 m/s
2023-04-24 07:00:00,0.661 m/s
2023-04-24 08:00:00,0.311 m/s
2023-04-24 09:00:00,0.818 m/s
2023-04-24 10:00:00,0.703 m/s
2023-04-24 11:00:00,0.546 m/s
2023-04-24 12:00:00,1.05 m/s
2023-04-24 13:00:00,0.809 m/s
2023-04-24 14:00:00,0.922 m/s
2023-04-24 15:00:00,1.09 m/s
2023-04-24 16:00:00,0.771 m/s
2023-04-24 17:00:00,0.730 m/s
2023-04-24 18:00:00,1.60 m/s
2023-04-24 19:00:00,2.52 m/s
2023-04-24 20:00:00,1.35 m/s
2023-04-24 21:00:00,1.33 m/s
2023-04-24 22:00:00,1.13 m/s
2023-04-24 23:00:00,1.52 m/s
2023-04-25 00:00:00,1.29 m/s
2023-04-25 01:00:00,0.897 m/s
2023-04-25 02:00:00,1.04 m/s
2023-04-25 03:00:00,0.720 m/s
2023-04-25 04:00:00,0.460 m/s
2023-04-25 05:00:00,0.831 m/s
2023-04-25 06:00:00,0.773 m/s
2023-04-25 07:00:00,0.0827 m/s
2023-04-25 08:00:00,0.633 m/s
2023-04-25 09:00:00,1.42 m/s
2023-04-25 10:00:00,1.34 m/s
2023-04-25 11:00:00,0.926 m/s
2023-04-25 12:00:00,0.931 m/s
2023-04-25 13:00:00,1.19 m/s
2023-04-25 14:00:00,1.72 m/s
2023-04-25 15:00:00,0.888 m/s
2023-04-25 16:00:00,0.853 m/s
2023-04-25 17:00:00,2.43 m/s
2023-04-25 18:00:00,1.95 m/s
2023-04-25 19:00:00,1.49 m/s
2023-04-25 20:00:00,1.15 m/s
2023-04-25 21:00:00,1.18 m/s
2023-04-25 22:00:00,0.943 m/s
2023-04-25 23:00:00,0.821 m/s
2023-04-26 00:00:00,0.566 m/s
2023-04-26 01:00:00,0.665 m/s
2023-04-26 02:00:00,0.988 m/s
2023-04-26 03:00:00,1.06 m/s
2023-04-26 04:00:00,1.12 m/s
2023-04-26 05:00:00,0.714 m/s
2023-04-26 06:00:00,0.517 m/s
2023-04-26 07:00:00,0.516 m/s
2023-04-26 08:00:00,0.896 m/s
2023-04-26 09:00:00,1.36 m/s
2023-04-26 10:00:00,0.846 m/s
2023-04-26 11:00:00,0.678 m/s
2023-04-26 12:00:00,0.984 m/s
2023-04-26 13:00:00,1.22 m/s
2023-04-26 14:00:00,0.870 m/s
2023-04-26 15:00:00,1.48 m/s
2023-04-26 16:00:00,1.64 m/s
2023-04-26 17:00:00,0.983 m/s
2023-04-26 18:00:00,1.31 m/s
2023-04-26 19:00:00,1.58 m/s
2023-04-26 20:00:00,1.32 m/s
2023-04-26 21:00:00,1.25 m/s
2023-04-26 22:00:00,0.796 m/s
2023-04-26 23:00:00,1.48 m/s
2023-04-27 00:00:00,3.19 m/s
2023-04-27 01:00:00,3.12 m/s
2023-04-27 02:00:00,2.75 m/s
2023-04-27 03:00:00,2.49 m/s
2023-04-27 04:00:00,3.13 m/s
2023-04-27 05:00:00,2.95 m/s
2023-04-27 06:00:00,2.83 m/s
2023-04-27 07:00:00,0.731 m/s
2023-04-27 08:00:00,0.431 m/s
2023-04-27 09:00:00,0.333 m/s
2023-04-27 10:00:00,1.13 m/s
2023-04-27 11:00:00,1.35 m/s
2023-04-27 12:00:00,1.43 m/s
2023-04-27 13:00:00,1.69 m/s
2023-04-27 14:00:00,1.33 m/s
2023-04-27 15:00:00,1.31 m/s
2023-04-27 16:00:00,1.11 m/s
2023-04-27 17:00:00,1.34 m/s
2023-04-27 18:00:00,1.26 m/s
2023-04-27 19:00:00,0.704 m/s
2023-04-27 20:00:00,0.510 m/s
2023-04-27 21:00:00,0.622 m/s
2023-04-27 22:00:00,0.486 m/s
2023-04-27 23:00:00,0.298 m/s
2023-04-28 00:00:00,0.543 m/s
2023-04-28 01:00:00,0.451 m/s
2023-04-28 02:00:00,0.278 m/s
2023-04-28 03:00:00,0.198 m/s
2023-04-28 04:00:00,0.273 m/s
2023-04-28 05:00:00,0.240 m/s
2023-04-28 06:00:00,0.181 m/s
2023-04-28 07:00:00,0.620 m/s
2023-04-28 08:00:00,1.49 m/s
2023-04-28 09:00:00,1.63 m/s
2023-04-28 10:00:00,1.22 m/s
2023-04-28 11:00:00,1.58 m/s
2023-04-28 12:00:00,1.43 m/s
2023-04-28 13:00:00,0.832 m/s
2023-04-28 14:00:00,0.778 m/s
2023-04-28 15:00:00,1.28 m/s
2023-04-28 16:00:00,0.727 m/s
2023-04-28 17:00:00,1.94 m/s
2023-04-28 18:00:00,1.43 m/s
2023-04-28 19:00:00,1.38 m/s
2023-04-28 20:00:00,1.65 m/s
2023-04-28 21:00:00,1.04 m/s
2023-04-28 22:00:00,1.02 m/s
2023-04-28 23:00:00,0.809 m/s
2023-04-29 00:00:00,0.282 m/s
2023-04-29 01:00:00,0.512 m/s
2023-04-29 02:00:00,0.551 m/s
2023-04-29 03:00:00,0.539 m/s
2023-04-29 04:00:00,0.322 m/s
2023-04-29 05:00:00,0.382 m/s
2023-04-29 06:00:00,0.311 m/s
2023-04-29 07:00:00,0.440 m/s
2023-04-29 08:00:00,1.31 m/s
2023-04-29 09:00:00,1.96 m/s
2023-04-29 10:00:00,2.01 m/s
2023-04-29 11:00:00,1.72 m/s
2023-04-29 12:00:00,1.68 m/s
2023-04-29 13:00:00,1.66 m/s
2023-04-29 14:00:00,1.38 m/s
2023-04-29 15:00:00,0.909 m/s
2023-04-29 16:00:00,1.26 m/s
2023-04-29 17:00:00,2.67 m/s
2023-04-29 18:00:00,2.78 m/s
2023-04-29 19:00:00,2.45 m/s
2023-04-29 20:00:00,1.40 m/s
2023-04-29 21:00:00,1.32 m/s
2023-04-29 22:00:00,1.10 m/s
2023-04-29 23:00:00,0.813 m/s
2023-04-30 00:00:00,0.918 m/s
2023-04-30 01:00:00,0.408 m/s
2023-04-30 02:00:00,0.306 m/s
2023-04-30 03:00:00,0.313 m/s
2023-04-30 04:00:00,0.231 m/s
2023-04-30 05:00:00,0.600 m/s
2023-04-30 06:00:00,0.744 m/s
2023-04-30 07:00:00,0.686 m/s
2023-04-30 08:00:00,0.814 m/s
2023-04-30 09:00:00,1.15 m/s
2023-04-30 10:00:00,0.774 m/s
2023-04-30 11:00:00,0.928 m/s
2023-04-30 12:00:00,1.11 m/s
2023-04-30 13:00:00,1.22 m/s
2023-04-30 14:00:00,0.566 m/s
2023-04-30 15:00:00,0.738 m/s
2023-04-30 16:00:00,0.779 m/s
2023-04-30 17:00:00,2.71 m/s
2023-04-30 18:00:00,1.19 m/s
2023-04-30 19:00:00,0.963 m/s
2023-04-30 20:00:00,0.607 m/s
2023-04-30 21:00:00,0.837 m/s
2023-04-30 22:00:00,1.01 m/s
2023-04-30 23:00:00,0.542 m/s
2023-05-01 00:00:00,0.261 m/s

