"Time","wspd {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-01-17 06:00:00,0.568 m/s
2023-01-17 07:00:00,1.11 m/s
2023-01-17 08:00:00,1.13 m/s
2023-01-17 09:00:00,0.921 m/s
2023-01-17 10:00:00,1.15 m/s
2023-01-17 11:00:00,1.31 m/s
2023-01-17 12:00:00,1.49 m/s
2023-01-17 13:00:00,1.54 m/s
2023-01-17 14:00:00,1.55 m/s
2023-01-17 15:00:00,1.40 m/s
2023-01-17 16:00:00,1.31 m/s
2023-01-17 17:00:00,1.40 m/s
2023-01-17 18:00:00,1.18 m/s
2023-01-17 19:00:00,0.814 m/s
2023-01-17 20:00:00,0.307 m/s
2023-01-17 21:00:00,0.661 m/s
2023-01-17 22:00:00,0.819 m/s
2023-01-17 23:00:00,1.67 m/s
2023-01-18 00:00:00,1.49 m/s
2023-01-18 01:00:00,0.662 m/s
2023-01-18 02:00:00,0.771 m/s
2023-01-18 03:00:00,0.818 m/s
2023-01-18 04:00:00,0.643 m/s
2023-01-18 05:00:00,0.447 m/s
2023-01-18 06:00:00,0.381 m/s
2023-01-18 07:00:00,0.930 m/s
2023-01-18 08:00:00,1.59 m/s
2023-01-18 09:00:00,1.88 m/s
2023-01-18 10:00:00,1.57 m/s
2023-01-18 11:00:00,1.38 m/s
2023-01-18 12:00:00,1.68 m/s
2023-01-18 13:00:00,1.76 m/s
2023-01-18 14:00:00,1.45 m/s
2023-01-18 15:00:00,1.45 m/s
2023-01-18 16:00:00,1.31 m/s
2023-01-18 17:00:00,1.39 m/s
2023-01-18 18:00:00,0.794 m/s
2023-01-18 19:00:00,2.02 m/s
2023-01-18 20:00:00,1.63 m/s
2023-01-18 21:00:00,2.14 m/s
2023-01-18 22:00:00,2.17 m/s
2023-01-18 23:00:00,2.08 m/s
2023-01-19 00:00:00,1.33 m/s
2023-01-19 01:00:00,0.649 m/s
2023-01-19 02:00:00,1.60 m/s
2023-01-19 03:00:00,2.29 m/s
2023-01-19 04:00:00,2.00 m/s
2023-01-19 05:00:00,0.758 m/s
2023-01-19 06:00:00,0.468 m/s
2023-01-19 07:00:00,0.323 m/s
2023-01-19 08:00:00,0.164 m/s
2023-01-19 09:00:00,0.414 m/s
2023-01-19 10:00:00,0.641 m/s
2023-01-19 11:00:00,1.06 m/s
2023-01-19 12:00:00,1.40 m/s
2023-01-19 13:00:00,1.45 m/s
2023-01-19 14:00:00,1.34 m/s
2023-01-19 15:00:00,1.03 m/s
2023-01-19 16:00:00,1.36 m/s
2023-01-19 17:00:00,2.40 m/s
2023-01-19 18:00:00,1.59 m/s
2023-01-19 19:00:00,1.25 m/s
2023-01-19 20:00:00,1.11 m/s
2023-01-19 21:00:00,1.06 m/s
2023-01-19 22:00:00,0.775 m/s
2023-01-19 23:00:00,0.762 m/s
2023-01-20 00:00:00,1.56 m/s
2023-01-20 01:00:00,2.51 m/s
2023-01-20 02:00:00,1.51 m/s
2023-01-20 03:00:00,0.892 m/s
2023-01-20 04:00:00,0.379 m/s
2023-01-20 05:00:00,0.355 m/s
2023-01-20 06:00:00,0.384 m/s
2023-01-20 07:00:00,0.184 m/s
2023-01-20 08:00:00,0.525 m/s
2023-01-20 09:00:00,0.820 m/s
2023-01-20 10:00:00,0.950 m/s
2023-01-20 11:00:00,1.15 m/s
2023-01-20 12:00:00,1.31 m/s
2023-01-20 13:00:00,0.862 m/s
2023-01-20 14:00:00,0.893 m/s
2023-01-20 15:00:00,1.11 m/s
2023-01-20 16:00:00,0.962 m/s
2023-01-20 17:00:00,0.945 m/s
2023-01-20 18:00:00,1.19 m/s
2023-01-20 19:00:00,2.19 m/s
2023-01-20 20:00:00,2.41 m/s
2023-01-20 21:00:00,2.01 m/s
2023-01-20 22:00:00,1.26 m/s
2023-01-20 23:00:00,1.44 m/s
2023-01-21 00:00:00,1.38 m/s
2023-01-21 01:00:00,1.65 m/s
2023-01-21 02:00:00,1.47 m/s
2023-01-21 03:00:00,1.61 m/s
2023-01-21 04:00:00,0.663 m/s
2023-01-21 05:00:00,0.134 m/s
2023-01-21 06:00:00,0.249 m/s
2023-01-21 07:00:00,0.585 m/s
2023-01-21 08:00:00,0.653 m/s
2023-01-21 09:00:00,0.880 m/s
2023-01-21 10:00:00,1.02 m/s
2023-01-21 11:00:00,1.06 m/s
2023-01-21 12:00:00,1.21 m/s
2023-01-21 13:00:00,0.971 m/s
2023-01-21 14:00:00,1.21 m/s
2023-01-21 15:00:00,0.878 m/s
2023-01-21 16:00:00,0.596 m/s
2023-01-21 17:00:00,1.90 m/s
2023-01-21 18:00:00,2.20 m/s
2023-01-21 19:00:00,1.56 m/s
2023-01-21 20:00:00,1.57 m/s
2023-01-21 21:00:00,1.16 m/s
2023-01-21 22:00:00,1.17 m/s
2023-01-21 23:00:00,0.914 m/s
2023-01-22 00:00:00,1.25 m/s
2023-01-22 01:00:00,1.79 m/s
2023-01-22 02:00:00,1.76 m/s
2023-01-22 03:00:00,1.89 m/s
2023-01-22 04:00:00,1.22 m/s
2023-01-22 05:00:00,0.533 m/s
2023-01-22 06:00:00,0.370 m/s
2023-01-22 07:00:00,0.419 m/s
2023-01-22 08:00:00,0.219 m/s
2023-01-22 09:00:00,0.734 m/s
2023-01-22 10:00:00,0.818 m/s
2023-01-22 11:00:00,1.64 m/s
2023-01-22 12:00:00,1.43 m/s
2023-01-22 13:00:00,1.18 m/s
2023-01-22 14:00:00,1.29 m/s
2023-01-22 15:00:00,0.963 m/s
2023-01-22 16:00:00,1.07 m/s
2023-01-22 17:00:00,0.793 m/s
2023-01-22 18:00:00,1.06 m/s
2023-01-22 19:00:00,0.323 m/s
2023-01-22 20:00:00,0.314 m/s
2023-01-22 21:00:00,1.39 m/s
2023-01-22 22:00:00,2.49 m/s
2023-01-22 23:00:00,1.89 m/s
2023-01-23 00:00:00,0.975 m/s
2023-01-23 01:00:00,1.34 m/s
2023-01-23 02:00:00,2.06 m/s
2023-01-23 03:00:00,2.33 m/s
2023-01-23 04:00:00,1.90 m/s
2023-01-23 05:00:00,1.15 m/s
2023-01-23 06:00:00,0.668 m/s
2023-01-23 07:00:00,0.169 m/s
2023-01-23 08:00:00,0.607 m/s
2023-01-23 09:00:00,1.07 m/s
2023-01-23 10:00:00,1.02 m/s
2023-01-23 11:00:00,1.20 m/s
2023-01-23 12:00:00,1.07 m/s
2023-01-23 13:00:00,1.24 m/s
2023-01-23 14:00:00,0.807 m/s
2023-01-23 15:00:00,1.36 m/s
2023-01-23 16:00:00,0.758 m/s
2023-01-23 17:00:00,0.597 m/s
2023-01-23 18:00:00,0.676 m/s
2023-01-23 19:00:00,0.625 m/s
2023-01-23 20:00:00,1.45 m/s
2023-01-23 21:00:00,1.52 m/s
2023-01-23 22:00:00,1.68 m/s
2023-01-23 23:00:00,1.23 m/s
2023-01-24 00:00:00,1.29 m/s
2023-01-24 01:00:00,1.79 m/s
2023-01-24 02:00:00,1.34 m/s
2023-01-24 03:00:00,1.85 m/s
2023-01-24 04:00:00,1.74 m/s
2023-01-24 05:00:00,1.48 m/s
2023-01-24 06:00:00,0.556 m/s
2023-01-24 07:00:00,0.429 m/s
2023-01-24 08:00:00,0.820 m/s
2023-01-24 09:00:00,0.590 m/s
2023-01-24 10:00:00,0.857 m/s
2023-01-24 11:00:00,1.13 m/s
2023-01-24 12:00:00,1.25 m/s
2023-01-24 13:00:00,1.19 m/s
2023-01-24 14:00:00,1.03 m/s
2023-01-24 15:00:00,0.610 m/s
2023-01-24 16:00:00,0.700 m/s
2023-01-24 17:00:00,0.881 m/s
2023-01-24 18:00:00,1.09 m/s
2023-01-24 19:00:00,1.18 m/s
2023-01-24 20:00:00,1.06 m/s
2023-01-24 21:00:00,0.986 m/s
2023-01-24 22:00:00,0.848 m/s
2023-01-24 23:00:00,1.34 m/s
2023-01-25 00:00:00,2.77 m/s
2023-01-25 01:00:00,3.28 m/s
2023-01-25 02:00:00,2.58 m/s
2023-01-25 03:00:00,2.10 m/s
2023-01-25 04:00:00,2.15 m/s
2023-01-25 05:00:00,1.50 m/s
2023-01-25 06:00:00,0.556 m/s
2023-01-25 07:00:00,0.290 m/s
2023-01-25 08:00:00,1.06 m/s
2023-01-25 09:00:00,0.803 m/s
2023-01-25 10:00:00,0.973 m/s
2023-01-25 11:00:00,1.70 m/s
2023-01-25 12:00:00,2.59 m/s
2023-01-25 13:00:00,1.61 m/s
2023-01-25 14:00:00,0.905 m/s
2023-01-25 15:00:00,1.32 m/s
2023-01-25 16:00:00,2.25 m/s
2023-01-25 17:00:00,1.59 m/s
2023-01-25 18:00:00,1.47 m/s
2023-01-25 19:00:00,1.89 m/s
2023-01-25 20:00:00,1.41 m/s
2023-01-25 21:00:00,1.97 m/s
2023-01-25 22:00:00,1.79 m/s
2023-01-25 23:00:00,2.46 m/s
2023-01-26 00:00:00,2.17 m/s
2023-01-26 01:00:00,2.20 m/s
2023-01-26 02:00:00,1.85 m/s
2023-01-26 03:00:00,0.719 m/s
2023-01-26 04:00:00,0.752 m/s
2023-01-26 05:00:00,0.597 m/s
2023-01-26 06:00:00,0.295 m/s
2023-01-26 07:00:00,0.560 m/s
2023-01-26 08:00:00,1.48 m/s
2023-01-26 09:00:00,1.05 m/s
2023-01-26 10:00:00,0.911 m/s
2023-01-26 11:00:00,1.20 m/s
2023-01-26 12:00:00,1.39 m/s
2023-01-26 13:00:00,1.44 m/s
2023-01-26 14:00:00,1.25 m/s
2023-01-26 15:00:00,1.29 m/s
2023-01-26 16:00:00,1.15 m/s
2023-01-26 17:00:00,0.954 m/s
2023-01-26 18:00:00,1.06 m/s
2023-01-26 19:00:00,1.20 m/s
2023-01-26 20:00:00,0.788 m/s
2023-01-26 21:00:00,1.38 m/s
2023-01-26 22:00:00,1.03 m/s
2023-01-26 23:00:00,1.10 m/s
2023-01-27 00:00:00,1.03 m/s
2023-01-27 01:00:00,1.36 m/s
2023-01-27 02:00:00,0.772 m/s
2023-01-27 03:00:00,1.01 m/s
2023-01-27 04:00:00,1.20 m/s
2023-01-27 05:00:00,0.900 m/s
2023-01-27 06:00:00,1.26 m/s
2023-01-27 07:00:00,1.31 m/s
2023-01-27 08:00:00,0.968 m/s
2023-01-27 09:00:00,0.986 m/s
2023-01-27 10:00:00,1.73 m/s
2023-01-27 11:00:00,1.74 m/s
2023-01-27 12:00:00,0.823 m/s
2023-01-27 13:00:00,0.961 m/s
2023-01-27 14:00:00,1.32 m/s
2023-01-27 15:00:00,1.18 m/s
2023-01-27 16:00:00,0.965 m/s
2023-01-27 17:00:00,0.811 m/s
2023-01-27 18:00:00,0.497 m/s
2023-01-27 19:00:00,0.749 m/s
2023-01-27 20:00:00,0.867 m/s
2023-01-27 21:00:00,1.07 m/s
2023-01-27 22:00:00,2.17 m/s
2023-01-27 23:00:00,2.54 m/s
2023-01-28 00:00:00,2.99 m/s
2023-01-28 01:00:00,2.63 m/s
2023-01-28 02:00:00,2.81 m/s
2023-01-28 03:00:00,3.22 m/s
2023-01-28 04:00:00,2.04 m/s
2023-01-28 05:00:00,0.546 m/s
2023-01-28 06:00:00,0.503 m/s
2023-01-28 07:00:00,0.169 m/s
2023-01-28 08:00:00,0.273 m/s
2023-01-28 09:00:00,0.828 m/s
2023-01-28 10:00:00,1.41 m/s
2023-01-28 11:00:00,1.13 m/s
2023-01-28 12:00:00,1.15 m/s
2023-01-28 13:00:00,1.26 m/s
2023-01-28 14:00:00,1.22 m/s
2023-01-28 15:00:00,1.23 m/s
2023-01-28 16:00:00,1.19 m/s
2023-01-28 17:00:00,0.967 m/s
2023-01-28 18:00:00,1.14 m/s
2023-01-28 19:00:00,0.833 m/s
2023-01-28 20:00:00,0.886 m/s
2023-01-28 21:00:00,0.914 m/s
2023-01-28 22:00:00,0.850 m/s
2023-01-28 23:00:00,1.19 m/s
2023-01-29 00:00:00,1.57 m/s
2023-01-29 01:00:00,2.00 m/s
2023-01-29 02:00:00,2.96 m/s
2023-01-29 03:00:00,2.10 m/s
2023-01-29 04:00:00,2.10 m/s
2023-01-29 05:00:00,1.24 m/s
2023-01-29 06:00:00,0.437 m/s
2023-01-29 07:00:00,0.466 m/s
2023-01-29 08:00:00,1.09 m/s
2023-01-29 09:00:00,1.68 m/s
2023-01-29 10:00:00,1.76 m/s
2023-01-29 11:00:00,2.15 m/s
2023-01-29 12:00:00,1.71 m/s
2023-01-29 13:00:00,1.19 m/s
2023-01-29 14:00:00,0.812 m/s
2023-01-29 15:00:00,1.95 m/s
2023-01-29 17:00:00,1.35 m/s
2023-01-29 18:00:00,1.26 m/s
2023-01-29 19:00:00,0.940 m/s
2023-01-29 20:00:00,0.580 m/s
2023-01-29 21:00:00,0.525 m/s
2023-01-30 00:00:00,0.240 m/s
2023-01-30 01:00:00,1.20 m/s
2023-01-30 02:00:00,0.800 m/s
2023-01-30 03:00:00,0.500 m/s
2023-01-30 04:00:00,0.600 m/s
2023-01-30 05:00:00,0.660 m/s
2023-01-30 06:00:00,0.100 m/s
2023-01-30 07:00:00,0.100 m/s
2023-01-30 08:00:00,0.288 m/s
2023-01-30 09:00:00,0.642 m/s
2023-01-30 10:00:00,0.662 m/s
2023-01-30 11:00:00,0.800 m/s
2023-01-30 12:00:00,0.935 m/s
2023-01-30 13:00:00,1.000 m/s
2023-01-30 14:00:00,0.935 m/s
2023-01-30 15:00:00,0.839 m/s
2023-01-30 16:00:00,0.775 m/s
2023-01-30 17:00:00,1.12 m/s
2023-01-30 18:00:00,0.800 m/s
2023-01-30 19:00:00,0.440 m/s
2023-01-30 20:00:00,1.06 m/s
2023-01-30 21:00:00,0.253 m/s
2023-01-30 22:00:00,0.523 m/s
2023-01-30 23:00:00,0.675 m/s
2023-01-31 00:00:00,1.02 m/s
2023-01-31 01:00:00,0.450 m/s
2023-01-31 02:00:00,0.899 m/s
2023-01-31 03:00:00,0.489 m/s
2023-01-31 04:00:00,0.944 m/s
2023-01-31 05:00:00,0.400 m/s
2023-01-31 06:00:00,0.600 m/s
2023-01-31 07:00:00,0.667 m/s
2023-01-31 08:00:00,1.04 m/s
2023-01-31 09:00:00,1.40 m/s
2023-01-31 10:00:00,0.800 m/s
2023-01-31 11:00:00,2.30 m/s
2023-01-31 12:00:00,2.05 m/s
2023-01-31 18:00:00,1.90 m/s
2023-01-31 21:00:00,0.500 m/s
2023-01-31 22:00:00,0.900 m/s
2023-02-01 00:00:00,1.40 m/s

