"Time","wspd {devid=""6867252545520000"", firmware_variant=""-v1""}"
2023-12-07 12:00:00,1.60 m/s
2023-12-07 13:00:00,1.38 m/s
2023-12-07 14:00:00,1.11 m/s
2023-12-07 15:00:00,1.01 m/s
2023-12-07 16:00:00,1.32 m/s
2023-12-07 17:00:00,1.74 m/s
2023-12-07 18:00:00,1.61 m/s
2023-12-07 19:00:00,1.89 m/s
2023-12-07 20:00:00,1.52 m/s
2023-12-07 21:00:00,2.25 m/s
2023-12-07 22:00:00,2.29 m/s
2023-12-07 23:00:00,1.49 m/s
2023-12-08 00:00:00,1.31 m/s
2023-12-08 01:00:00,1.54 m/s
2023-12-08 02:00:00,0.611 m/s
2023-12-08 03:00:00,0.800 m/s
2023-12-08 04:00:00,0.907 m/s
2023-12-08 05:00:00,0.860 m/s
2023-12-08 06:00:00,0.883 m/s
2023-12-08 07:00:00,0.600 m/s
2023-12-08 08:00:00,1.78 m/s
2023-12-08 09:00:00,1.47 m/s
2023-12-08 10:00:00,2.26 m/s
2023-12-08 11:00:00,2.49 m/s
2023-12-08 12:00:00,2.57 m/s
2023-12-08 13:00:00,2.44 m/s
2023-12-08 14:00:00,1.25 m/s
2023-12-08 15:00:00,0.843 m/s
2023-12-08 16:00:00,1.34 m/s
2023-12-08 17:00:00,2.12 m/s
2023-12-08 18:00:00,2.14 m/s
2023-12-08 19:00:00,2.94 m/s
2023-12-08 20:00:00,2.60 m/s
2023-12-08 21:00:00,3.25 m/s
2023-12-08 22:00:00,3.27 m/s
2023-12-08 23:00:00,2.13 m/s
2023-12-09 00:00:00,2.27 m/s
2023-12-09 01:00:00,1.99 m/s
2023-12-09 02:00:00,1.35 m/s
2023-12-09 03:00:00,1.60 m/s
2023-12-09 04:00:00,1.04 m/s
2023-12-09 05:00:00,1.10 m/s
2023-12-09 06:00:00,0.623 m/s
2023-12-09 07:00:00,0.917 m/s
2023-12-09 08:00:00,1.13 m/s
2023-12-09 09:00:00,1.03 m/s
2023-12-09 10:00:00,0.960 m/s
2023-12-09 11:00:00,0.913 m/s
2023-12-09 12:00:00,1.21 m/s
2023-12-09 13:00:00,1.30 m/s
2023-12-09 14:00:00,0.997 m/s
2023-12-09 15:00:00,1.23 m/s
2023-12-09 16:00:00,0.570 m/s
2023-12-09 17:00:00,0.707 m/s
2023-12-09 18:00:00,0.487 m/s
2023-12-09 19:00:00,0.421 m/s
2023-12-09 20:00:00,0.320 m/s
2023-12-09 21:00:00,0.304 m/s
2023-12-09 22:00:00,0.600 m/s
2023-12-09 23:00:00,1.19 m/s
2023-12-10 00:00:00,1.57 m/s
2023-12-10 01:00:00,1.49 m/s
2023-12-10 02:00:00,0.913 m/s
2023-12-10 03:00:00,0.969 m/s
2023-12-10 04:00:00,0.683 m/s
2023-12-10 05:00:00,1.09 m/s
2023-12-10 06:00:00,0.943 m/s
2023-12-10 07:00:00,1.33 m/s
2023-12-10 08:00:00,0.827 m/s
2023-12-10 09:00:00,1.77 m/s
2023-12-10 10:00:00,2.39 m/s
2023-12-10 11:00:00,2.13 m/s
2023-12-10 12:00:00,1.80 m/s
2023-12-10 13:00:00,1.72 m/s
2023-12-10 14:00:00,2.06 m/s
2023-12-10 15:00:00,1.61 m/s
2023-12-10 16:00:00,1.55 m/s
2023-12-10 17:00:00,1.68 m/s
2023-12-10 18:00:00,2.18 m/s
2023-12-10 19:00:00,2.83 m/s
2023-12-26 11:00:00,1.50 m/s
2023-12-26 12:00:00,1.29 m/s
2023-12-26 13:00:00,0.983 m/s
2023-12-26 14:00:00,1.02 m/s
2023-12-26 15:00:00,1.16 m/s
2023-12-26 16:00:00,0.986 m/s
2023-12-26 17:00:00,2.06 m/s
2023-12-26 18:00:00,2.50 m/s
2023-12-26 19:00:00,3.45 m/s
2023-12-26 20:00:00,3.04 m/s
2023-12-26 21:00:00,2.96 m/s
2023-12-26 22:00:00,1.69 m/s
2023-12-26 23:00:00,1.23 m/s
2023-12-27 00:00:00,1.29 m/s
2023-12-27 01:00:00,1.40 m/s
2023-12-27 02:00:00,2.10 m/s
2023-12-27 03:00:00,2.47 m/s
2023-12-27 04:00:00,2.50 m/s
2023-12-27 05:00:00,2.40 m/s
2023-12-27 06:00:00,2.40 m/s
2023-12-27 07:00:00,2.03 m/s
2023-12-27 08:00:00,2.13 m/s
2023-12-27 09:00:00,2.61 m/s
2023-12-27 10:00:00,1.96 m/s
2023-12-27 11:00:00,1.47 m/s
2023-12-27 12:00:00,1.38 m/s
2023-12-27 13:00:00,1.25 m/s
2023-12-27 14:00:00,1.10 m/s
2023-12-27 15:00:00,1.67 m/s
2023-12-27 16:00:00,2.33 m/s
2023-12-27 17:00:00,2.60 m/s
2023-12-27 18:00:00,3.06 m/s
2023-12-27 19:00:00,2.95 m/s
2023-12-27 20:00:00,3.45 m/s
2023-12-27 21:00:00,3.21 m/s
2023-12-27 22:00:00,2.17 m/s
2023-12-27 23:00:00,2.18 m/s
2023-12-28 00:00:00,2.00 m/s
2023-12-28 01:00:00,1.50 m/s
2023-12-28 02:00:00,1.55 m/s
2023-12-28 03:00:00,1.25 m/s
2023-12-28 04:00:00,0.599 m/s
2023-12-28 05:00:00,0.371 m/s
2023-12-28 06:00:00,0.351 m/s
2023-12-28 07:00:00,0.903 m/s
2023-12-28 08:00:00,0.313 m/s
2023-12-28 09:00:00,0.303 m/s
2023-12-28 10:00:00,0.677 m/s
2023-12-28 11:00:00,2.11 m/s
2023-12-28 12:00:00,2.42 m/s
2023-12-28 13:00:00,2.12 m/s
2023-12-28 14:00:00,1.43 m/s
2023-12-28 15:00:00,1.11 m/s
2023-12-28 16:00:00,1.05 m/s
2023-12-28 17:00:00,0.681 m/s
2023-12-28 18:00:00,0.991 m/s
2023-12-28 19:00:00,0.600 m/s
2023-12-28 20:00:00,0.356 m/s
2023-12-28 21:00:00,0.311 m/s
2023-12-28 22:00:00,0.453 m/s
2023-12-28 23:00:00,0.0367 m/s
2023-12-29 00:00:00,0.0767 m/s
2023-12-29 01:00:00,0.0456 m/s
2023-12-29 02:00:00,0.219 m/s
2023-12-29 03:00:00,1.24 m/s
2023-12-29 04:00:00,0.725 m/s
2023-12-29 05:00:00,0.627 m/s
2023-12-29 06:00:00,0.907 m/s
2023-12-29 07:00:00,1.05 m/s
2023-12-29 08:00:00,0.688 m/s
2023-12-29 09:00:00,0.567 m/s
2023-12-29 10:00:00,0.595 m/s
2023-12-29 11:00:00,0.946 m/s
2023-12-29 12:00:00,1.63 m/s
2023-12-29 13:00:00,1.47 m/s
2023-12-29 14:00:00,1.06 m/s
2023-12-29 15:00:00,1.11 m/s
2023-12-29 16:00:00,1.72 m/s
2023-12-29 17:00:00,2.12 m/s
2023-12-29 18:00:00,2.20 m/s
2023-12-29 19:00:00,2.74 m/s
2023-12-29 20:00:00,1.63 m/s
2023-12-29 21:00:00,1.58 m/s
2023-12-29 22:00:00,1.69 m/s
2023-12-29 23:00:00,1.53 m/s
2023-12-30 00:00:00,1.31 m/s
2023-12-30 01:00:00,1.41 m/s
2023-12-30 02:00:00,1.06 m/s
2023-12-30 03:00:00,0.495 m/s
2023-12-30 04:00:00,0.652 m/s
2023-12-30 05:00:00,0.592 m/s
2023-12-30 06:00:00,0.889 m/s
2023-12-30 07:00:00,1.12 m/s
2023-12-30 08:00:00,1.04 m/s
2023-12-30 09:00:00,1.39 m/s
2023-12-30 10:00:00,1.18 m/s
2023-12-30 11:00:00,1.46 m/s
2023-12-30 12:00:00,1.16 m/s
2023-12-30 13:00:00,1.03 m/s
2023-12-30 14:00:00,1.51 m/s
2023-12-30 15:00:00,1.55 m/s
2023-12-30 16:00:00,1.45 m/s
2023-12-30 17:00:00,1.40 m/s
2023-12-30 18:00:00,0.979 m/s
2023-12-30 19:00:00,0.771 m/s
2023-12-30 20:00:00,2.60 m/s
2023-12-30 21:00:00,2.05 m/s
2023-12-30 22:00:00,2.02 m/s
2023-12-30 23:00:00,1.76 m/s
2023-12-31 00:00:00,2.23 m/s
2023-12-31 01:00:00,2.84 m/s
2023-12-31 02:00:00,3.32 m/s
2023-12-31 03:00:00,3.07 m/s
2023-12-31 04:00:00,3.23 m/s
2023-12-31 05:00:00,2.48 m/s
2023-12-31 06:00:00,1.81 m/s
2023-12-31 07:00:00,1.45 m/s
2023-12-31 08:00:00,0.748 m/s
2023-12-31 09:00:00,0.726 m/s
2023-12-31 10:00:00,0.673 m/s
2023-12-31 11:00:00,1.04 m/s
2023-12-31 12:00:00,1.47 m/s
2023-12-31 13:00:00,1.41 m/s
2023-12-31 14:00:00,1.24 m/s
2023-12-31 15:00:00,1.24 m/s
2023-12-31 16:00:00,0.836 m/s
2023-12-31 17:00:00,0.889 m/s
2023-12-31 18:00:00,1.77 m/s
2023-12-31 19:00:00,1.27 m/s
2023-12-31 20:00:00,1.24 m/s
2023-12-31 21:00:00,1.11 m/s
2023-12-31 22:00:00,1.63 m/s
2023-12-31 23:00:00,2.18 m/s
2024-01-01 00:00:00,2.23 m/s

